	tissue	substance_name	pktype	unit	interventions	individual_pk	value	group_pk	mean	se	cv	time_unit	time	sd	figure	auc_end	kel	max	min	median	category	route	unit_intervention	substance_name_intervention	value_intervention	time_unit_intervention	time_intervention	form	application	choice	se_intervention	min_intervention	max_intervention	study	subject_pk	subject_name	('species', 'choice')	('species', 'count')	('healthy', 'choice')	('healthy', 'count')	('sex', 'choice')	('sex', 'count')	('age', 'count')	('age', 'cv')	('age', 'max')	('age', 'mean')	('age', 'median')	('age', 'min')	('age', 'sd')	('age', 'se')	('age', 'unit')	('weight', 'count')	('weight', 'cv')	('weight', 'max')	('weight', 'mean')	('weight', 'median')	('weight', 'min')	('weight', 'sd')	('weight', 'se')	('weight', 'unit')	('smoking', 'choice')	('smoking', 'count')	('abstinence', 'choice')	('abstinence', 'count')	('abstinence', 'mean')	('abstinence', 'min')	('abstinence', 'unit')	('medication', 'choice')	('medication', 'count')	('overnight fast', 'choice')	('overnight fast', 'count')	('oral contraceptives', 'choice')	('oral contraceptives', 'count')	('ethnicity', 'choice')	('ethnicity', 'count')	('bmi', 'count')	('bmi', 'cv')	('bmi', 'max')	('bmi', 'mean')	('bmi', 'median')	('bmi', 'min')	('bmi', 'sd')	('bmi', 'se')	('bmi', 'unit')	('disease', 'choice')	('disease', 'count')	('fasted', 'count')	('fasted', 'max')	('fasted', 'mean')	('fasted', 'min')	('fasted', 'unit')	('glucose', 'count')	('glucose', 'cv')	('glucose', 'max')	('glucose', 'mean')	('glucose', 'min')	('glucose', 'sd')	('glucose', 'se')	('glucose', 'unit')	('alcohol abstinence', 'choice')	('alcohol abstinence', 'count')	('alcohol abstinence', 'min')	('alcohol abstinence', 'unit')	('smoking amount (cigarettes)', 'count')	('smoking amount (cigarettes)', 'cv')	('smoking amount (cigarettes)', 'max')	('smoking amount (cigarettes)', 'mean')	('smoking amount (cigarettes)', 'min')	('smoking amount (cigarettes)', 'sd')	('smoking amount (cigarettes)', 'se')	('smoking amount (cigarettes)', 'unit')	('height', 'count')	('height', 'cv')	('height', 'max')	('height', 'mean')	('height', 'min')	('height', 'sd')	('height', 'se')	('height', 'unit')	('HbA1c', 'count')	('HbA1c', 'cv')	('HbA1c', 'max')	('HbA1c', 'mean')	('HbA1c', 'min')	('HbA1c', 'se')	('HbA1c', 'unit')	('insulin', 'count')	('insulin', 'cv')	('insulin', 'mean')	('insulin', 'sd')	('insulin', 'se')	('insulin', 'unit')	('phenotype', 'choice')	('phenotype', 'count')	('obesity index', 'count')	('obesity index', 'cv')	('obesity index', 'max')	('obesity index', 'mean')	('obesity index', 'min')	('obesity index', 'sd')	('obesity index', 'se')	('obesity index', 'unit')	('caffeine amount', 'count')	('caffeine amount', 'cv')	('caffeine amount', 'max')	('caffeine amount', 'mean')	('caffeine amount', 'min')	('caffeine amount', 'sd')	('caffeine amount', 'se')	('caffeine amount', 'unit')	('disease duration', 'count')	('disease duration', 'cv')	('disease duration', 'max')	('disease duration', 'mean')	('disease duration', 'min')	('disease duration', 'sd')	('disease duration', 'se')	('disease duration', 'unit')	('consumption', 'choice')	('consumption', 'count')	('consumption', 'cv')	('consumption', 'max')	('consumption', 'mean')	('consumption', 'min')	('consumption', 'se')	('consumption', 'unit')	('CYP2D6 genotype', 'choice')	('CYP2D6 genotype', 'count')	('LDL-C', 'count')	('LDL-C', 'cv')	('LDL-C', 'mean')	('LDL-C', 'se')	('LDL-C', 'unit')	('LDL-H', 'count')	('LDL-H', 'cv')	('LDL-H', 'mean')	('LDL-H', 'se')	('LDL-H', 'unit')	('triglyceride', 'count')	('triglyceride', 'cv')	('triglyceride', 'mean')	('triglyceride', 'se')	('triglyceride', 'unit')	('cholesterol', 'count')	('cholesterol', 'cv')	('cholesterol', 'mean')	('cholesterol', 'se')	('cholesterol', 'unit')	('body surface area', 'count')	('body surface area', 'cv')	('body surface area', 'max')	('body surface area', 'mean')	('body surface area', 'min')	('body surface area', 'sd')	('body surface area', 'se')	('body surface area', 'unit')	('percent fat', 'count')	('percent fat', 'cv')	('percent fat', 'mean')	('percent fat', 'sd')	('percent fat', 'se')	('percent fat', 'unit')	('blood pressure', 'count')	('blood pressure', 'max')	('blood pressure', 'unit')	('obese', 'choice')	('obese', 'count')	('medication type', 'choice')	('medication type', 'count')	('genetics', 'choice')	('genetics', 'count')	('glucagon', 'count')	('glucagon', 'cv')	('glucagon', 'mean')	('glucagon', 'sd')	('glucagon', 'se')	('glucagon', 'unit')	('caffeine', 'choice')	('caffeine', 'count')	('muscle weight', 'count')	('muscle weight', 'cv')	('muscle weight', 'mean')	('muscle weight', 'sd')	('muscle weight', 'se')	('muscle weight', 'unit')	('smoking duration (years)', 'count')	('smoking duration (years)', 'mean')	('smoking duration (years)', 'min')	('smoking duration (years)', 'unit')	('lean body mass', 'count')	('lean body mass', 'cv')	('lean body mass', 'mean')	('lean body mass', 'sd')	('lean body mass', 'se')	('lean body mass', 'unit')	('fat weight', 'count')	('fat weight', 'cv')	('fat weight', 'mean')	('fat weight', 'se')	('fat weight', 'unit')	('metabolic ratio', 'count')	('metabolic ratio', 'max')	('metabolic ratio', 'mean')	('metabolic ratio', 'min')	('metabolic ratio', 'unit')	('alcohol', 'choice')	('alcohol', 'count')	('caffeine amount (beverages)', 'count')	('caffeine amount (beverages)', 'max')	('caffeine amount (beverages)', 'unit')	('smoking amount (packyears)', 'count')	('smoking amount (packyears)', 'min')	('smoking amount (packyears)', 'unit')
1634	plasma	c-peptide	concentration	µg/ml	710			296.0	['2.11e-03', '2.08e-03', '2.01e-03', '2.04e-03', '2.53e-03', '2.83e-03', '2.92e-03', '3.03e-03', '3.21e-03', '3.20e-03', '3.12e-03', '2.95e-03', '2.69e-03', '2.52e-03', '2.35e-03']	['7.10e-04', '7.40e-04', '7.70e-04', '8.60e-04', '4.90e-04', '6.10e-04', '6.40e-04', '5.20e-04', '4.90e-04', '4.90e-04', '5.20e-04', '5.20e-04', '5.20e-04', '4.90e-04', '4.60e-04']	['1.21e+00', '1.28e+00', '1.38e+00', '1.52e+00', '6.98e-01', '7.77e-01', '7.90e-01', '6.19e-01', '5.50e-01', '5.52e-01', '6.01e-01', '6.36e-01', '6.97e-01', '7.01e-01', '7.06e-01']	h	['-5.00e-01', '-3.33e-01', '-1.67e-01', '0.00e+00', '2.50e-01', '5.00e-01', '7.50e-01', '1.00e+00', '1.50e+00', '2.00e+00', '3.00e+00', '4.00e+00', '5.00e+00', '6.00e+00', '7.00e+00']		/media/data/Firth1986_Fig1.png	0.02094875	0.05953646772419033				dosing	oral	g	glucose	50.0	h	0.0							Firth1986	296	t2dm	homo sapiens	20	N	13.0	('M', 'F')	(4, 9)	13.0	0.193		56.0				3.0	yr	13.0	0.172		84.0				4.0	kg								N	20	Y	20.0					13.0	0.196		31.3				1.7	kg/m^2	diabetes melitus type 2	13.0	20.0			12.0	h	13.0	0.212		187.0			11.0	mg/dl																					13.0	0.221		9.8		0.6	%																																																																																																																															
1635	plasma	insulin	concentration	µU/ml	710			296.0	['1.38e+01', '1.49e+01', '1.41e+01', '1.32e+01', '2.21e+01', '2.41e+01', '2.44e+01', '2.60e+01', '2.54e+01', '2.61e+01', '2.58e+01', '2.14e+01', '1.62e+01', '1.68e+01', '1.61e+01']	['6.12e+00', '6.53e+00', '5.31e+00', '4.49e+00', '4.90e+00', '4.08e+00', '6.94e+00', '5.30e+00', '5.31e+00', '4.49e+00', '5.71e+00', '4.49e+00', '6.53e+00', '6.12e+00', '6.13e+00']	['1.60e+00', '1.57e+00', '1.36e+00', '1.22e+00', '7.98e-01', '6.10e-01', '1.02e+00', '7.35e-01', '7.53e-01', '6.20e-01', '7.97e-01', '7.55e-01', '1.45e+00', '1.32e+00', '1.37e+00']	h	['-5.00e-01', '-3.33e-01', '-1.67e-01', '0.00e+00', '2.50e-01', '5.00e-01', '7.50e-01', '1.00e+00', '1.50e+00', '2.00e+00', '3.00e+00', '4.00e+00', '5.00e+00', '6.00e+00', '7.00e+00']		/media/data/Firth1986_Fig1.png	156.79291666666666	0.1140186454028255				dosing	oral	g	glucose	50.0	h	0.0							Firth1986	296	t2dm	homo sapiens	20	N	13.0	('M', 'F')	(4, 9)	13.0	0.193		56.0				3.0	yr	13.0	0.172		84.0				4.0	kg								N	20	Y	20.0					13.0	0.196		31.3				1.7	kg/m^2	diabetes melitus type 2	13.0	20.0			12.0	h	13.0	0.212		187.0			11.0	mg/dl																					13.0	0.221		9.8		0.6	%																																																																																																																															
1636	plasma	glucose	concentration	µg/ml	710			296.0	['1.89e+03', '1.86e+03', '1.85e+03', '1.84e+03', '2.13e+03', '2.32e+03', '2.52e+03', '2.61e+03', '2.64e+03', '2.59e+03', '2.42e+03', '2.03e+03', '1.70e+03', '1.48e+03', '1.31e+03']	['1.22e+02', '1.34e+02', '1.46e+02', '1.34e+02', '9.76e+01', '1.46e+02', '1.10e+02', '1.46e+02', '1.71e+02', '1.58e+02', '1.46e+02', '1.58e+02', '1.46e+02', '1.22e+02', '1.34e+02']	['2.32e-01', '2.59e-01', '2.84e-01', '2.63e-01', '1.65e-01', '2.27e-01', '1.57e-01', '2.02e-01', '2.33e-01', '2.21e-01', '2.18e-01', '2.81e-01', '3.11e-01', '2.97e-01', '3.68e-01']	h	['-5.00e-01', '-3.33e-01', '-1.67e-01', '0.00e+00', '2.50e-01', '5.00e-01', '7.50e-01', '1.00e+00', '1.50e+00', '2.00e+00', '3.00e+00', '4.00e+00', '5.00e+00', '6.00e+00', '7.00e+00']		/media/data/Firth1986_Fig1.png	15420.945833333335	0.13564119938920527				dosing	oral	g	glucose	50.0	h	0.0							Firth1986	296	t2dm	homo sapiens	20	N	13.0	('M', 'F')	(4, 9)	13.0	0.193		56.0				3.0	yr	13.0	0.172		84.0				4.0	kg								N	20	Y	20.0					13.0	0.196		31.3				1.7	kg/m^2	diabetes melitus type 2	13.0	20.0			12.0	h	13.0	0.212		187.0			11.0	mg/dl																					13.0	0.221		9.8		0.6	%																																																																																																																															
1637	plasma	glucose	rd	mg/kg/min	710			296.0	[None, '3.34e+00', '3.10e+00', '3.30e+00', '3.02e+00', '3.04e+00', '3.67e+00', '4.41e+00', '4.03e+00', '4.01e+00', '3.74e+00', '3.38e+00', '2.92e+00', '2.60e+00', '2.55e+00']	[None, '2.80e-01', '3.10e-01', '3.10e-01', '3.00e-01', '3.50e-01', '2.00e-01', '3.00e-01', '2.20e-01', '1.90e-01', '7.00e-02', '1.70e-01', '2.60e-01', '1.30e-01', '1.70e-01']	[None, '3.02e-01', '3.61e-01', '3.39e-01', '3.58e-01', '4.15e-01', '1.96e-01', '2.45e-01', '1.97e-01', '1.71e-01', '6.75e-02', '1.81e-01', '3.21e-01', '1.80e-01', '2.40e-01']	h	['-5.00e-01', '-3.33e-01', '-1.67e-01', '0.00e+00', '2.50e-01', '5.00e-01', '7.50e-01', '1.00e+00', '1.50e+00', '2.00e+00', '3.00e+00', '4.00e+00', '5.00e+00', '6.00e+00', '7.00e+00']		/media/data/Firth1986_Fig2.png						dosing	oral	g	glucose	50.0	h	0.0							Firth1986	296	t2dm	homo sapiens	20	N	13.0	('M', 'F')	(4, 9)	13.0	0.193		56.0				3.0	yr	13.0	0.172		84.0				4.0	kg								N	20	Y	20.0					13.0	0.196		31.3				1.7	kg/m^2	diabetes melitus type 2	13.0	20.0			12.0	h	13.0	0.212		187.0			11.0	mg/dl																					13.0	0.221		9.8		0.6	%																																																																																																																															
1638	plasma	glucose	ra	mg/kg/min	710			296.0	[None, '3.03e+00', '2.77e+00', '2.91e+00', '4.43e+00', '4.56e+00', '4.76e+00', '4.87e+00', '3.93e+00', '3.63e+00', '3.29e+00', '2.62e+00', '2.04e+00', '2.01e+00', '1.93e+00']	[None, '2.50e-01', '3.70e-01', '4.30e-01', '3.50e-01', '4.30e-01', '3.50e-01', '5.50e-01', '3.70e-01', '3.50e-01', '2.10e-01', '2.00e-01', '1.20e-01', '2.00e-01', '1.80e-01']	[None, '2.97e-01', '4.82e-01', '5.33e-01', '2.85e-01', '3.40e-01', '2.65e-01', '4.07e-01', '3.39e-01', '3.48e-01', '2.30e-01', '2.75e-01', '2.12e-01', '3.59e-01', '3.36e-01']	h	['-5.00e-01', '-3.33e-01', '-1.67e-01', '0.00e+00', '2.50e-01', '5.00e-01', '7.50e-01', '1.00e+00', '1.50e+00', '2.00e+00', '3.00e+00', '4.00e+00', '5.00e+00', '6.00e+00', '7.00e+00']		/media/data/Firth1986_Fig2.png						dosing	oral	g	glucose	50.0	h	0.0							Firth1986	296	t2dm	homo sapiens	20	N	13.0	('M', 'F')	(4, 9)	13.0	0.193		56.0				3.0	yr	13.0	0.172		84.0				4.0	kg								N	20	Y	20.0					13.0	0.196		31.3				1.7	kg/m^2	diabetes melitus type 2	13.0	20.0			12.0	h	13.0	0.212		187.0			11.0	mg/dl																					13.0	0.221		9.8		0.6	%																																																																																																																															
1639	plasma	glucose	rd	mg/kg/min	710			296.0	['2.80e-01', '2.30e-01', '3.10e-01', '2.50e-01', '7.00e-01', '7.00e-01', '6.80e-01', '7.00e-01', '4.60e-01', '2.80e-01', '2.80e-01', '2.40e-01', '1.70e-01', '1.20e-01', '1.50e-01']	['4.00e-02', '4.00e-02', '8.00e-02', '6.00e-02', '1.40e-01', '1.30e-01', '1.30e-01', '1.80e-01', '1.20e-01', '9.00e-02', '1.10e-01', '7.00e-02', '5.00e-02', '3.00e-02', '6.00e-02']	['5.15e-01', '6.27e-01', '9.30e-01', '8.65e-01', '7.21e-01', '6.70e-01', '6.89e-01', '9.27e-01', '9.41e-01', '1.16e+00', '1.42e+00', '1.05e+00', '1.06e+00', '9.01e-01', '1.44e+00']	h	['-5.00e-01', '-3.33e-01', '-1.67e-01', '0.00e+00', '2.50e-01', '5.00e-01', '7.50e-01', '1.00e+00', '1.50e+00', '2.00e+00', '3.00e+00', '4.00e+00', '5.00e+00', '6.00e+00', '7.00e+00']		/media/data/Firth1986_Fig5.png	2.2729166666666667	0.2727649385271014				dosing	oral	g	glucose	50.0	h	0.0							Firth1986	296	t2dm	homo sapiens	20	N	13.0	('M', 'F')	(4, 9)	13.0	0.193		56.0				3.0	yr	13.0	0.172		84.0				4.0	kg								N	20	Y	20.0					13.0	0.196		31.3				1.7	kg/m^2	diabetes melitus type 2	13.0	20.0			12.0	h	13.0	0.212		187.0			11.0	mg/dl																					13.0	0.221		9.8		0.6	%																																																																																																																															
1640	plasma	glucose	ra	mg/kg/min	710			295.0	[None, None, None, '1.00e-03', '1.60e-02', '6.40e-02', '3.80e-02', '6.00e-02', '5.80e-02', '6.40e-02', '6.60e-02', '8.50e-02', '1.34e-01', '1.64e-01', '1.71e-01']	[None, None, None, '1.30e-02', '1.60e-02', '1.70e-02', '1.10e-02', '2.20e-02', '1.70e-02', '2.10e-02', '2.10e-02', '2.00e-02', '3.30e-02', '1.90e-02', '3.30e-02']	[None, None, None, '3.44e+01', '2.65e+00', '7.03e-01', '7.66e-01', '9.70e-01', '7.75e-01', '8.68e-01', '8.42e-01', '6.23e-01', '6.52e-01', '3.07e-01', '5.11e-01']	h	['-5.00e-01', '-3.33e-01', '-1.67e-01', '0.00e+00', '2.50e-01', '5.00e-01', '7.50e-01', '1.00e+00', '1.50e+00', '2.00e+00', '3.00e+00', '4.00e+00', '5.00e+00', '6.00e+00', '7.00e+00']		/media/data/Firth1986_Fig3.png						dosing	oral	g	glucose	50.0	h	0.0							Firth1986	295	control	homo sapiens	20	Y	7.0	('M', 'F')	(1, 6)	7.0	0.20800000000000002		51.0				4.0	yr	7.0	0.23800000000000002		89.0				8.0	kg								N	20	Y	20.0					7.0	0.165		32.1				2.0	kg/m^2			20.0			12.0	h	7.0	0.054		98.0			2.0	mg/dl																					7.0	0.11		4.8		0.2	%																																																																																																																															
1641	plasma	glucose	ra	mg/kg/min	710			295.0	[None, '1.75e+00', '1.99e+00', '1.72e+00', '1.92e+00', '1.40e+00', '1.46e+00', '1.04e+00', '8.30e-01', '9.20e-01', '8.10e-01', '8.30e-01', '1.20e+00', '1.36e+00', '1.54e+00']	[None, '2.30e-01', '3.10e-01', '2.40e-01', '1.80e-01', '2.30e-01', '2.10e-01', '2.30e-01', '1.80e-01', '1.50e-01', '1.50e-01', '1.10e-01', '2.30e-01', '1.00e-01', '1.60e-01']	[None, '3.48e-01', '4.12e-01', '3.69e-01', '2.48e-01', '4.35e-01', '3.81e-01', '5.85e-01', '5.74e-01', '4.31e-01', '4.90e-01', '3.51e-01', '5.07e-01', '1.95e-01', '2.75e-01']	h	['-5.00e-01', '-3.33e-01', '-1.67e-01', '0.00e+00', '2.50e-01', '5.00e-01', '7.50e-01', '1.00e+00', '1.50e+00', '2.00e+00', '3.00e+00', '4.00e+00', '5.00e+00', '6.00e+00', '7.00e+00']		/media/data/Firth1986_Fig3.png						dosing	oral	g	glucose	50.0	h	0.0							Firth1986	295	control	homo sapiens	20	Y	7.0	('M', 'F')	(1, 6)	7.0	0.20800000000000002		51.0				4.0	yr	7.0	0.23800000000000002		89.0				8.0	kg								N	20	Y	20.0					7.0	0.165		32.1				2.0	kg/m^2			20.0			12.0	h	7.0	0.054		98.0			2.0	mg/dl																					7.0	0.11		4.8		0.2	%																																																																																																																															
1642	plasma	glucose	ra	mg/kg/min	710			295.0	[None, None, None, '1.70e-01', '1.32e+00', '2.15e+00', '1.64e+00', '1.30e+00', '1.80e+00', '2.06e+00', '1.60e+00', '1.52e+00', '8.20e-01', '6.80e-01', '3.30e-01']	[None, None, None, '1.40e-01', '5.20e-01', '3.20e-01', '2.10e-01', '3.20e-01', '3.50e-01', '4.60e-01', '2.20e-01', '1.90e-01', '1.70e-01', '1.90e-01', '1.40e-01']	[None, None, None, '2.18e+00', '1.04e+00', '3.94e-01', '3.39e-01', '6.51e-01', '5.14e-01', '5.91e-01', '3.64e-01', '3.31e-01', '5.49e-01', '7.39e-01', '1.12e+00']	h	['-5.00e-01', '-3.33e-01', '-1.67e-01', '0.00e+00', '2.50e-01', '5.00e-01', '7.50e-01', '1.00e+00', '1.50e+00', '2.00e+00', '3.00e+00', '4.00e+00', '5.00e+00', '6.00e+00', '7.00e+00']		/media/data/Firth1986_Fig3.png						dosing	oral	g	glucose	50.0	h	0.0							Firth1986	295	control	homo sapiens	20	Y	7.0	('M', 'F')	(1, 6)	7.0	0.20800000000000002		51.0				4.0	yr	7.0	0.23800000000000002		89.0				8.0	kg								N	20	Y	20.0					7.0	0.165		32.1				2.0	kg/m^2			20.0			12.0	h	7.0	0.054		98.0			2.0	mg/dl																					7.0	0.11		4.8		0.2	%																																																																																																																															
1643	plasma	glucagon	concentration	pg/ml	710			295.0	['1.37e+02', '1.34e+02', '1.34e+02', '1.32e+02', '1.41e+02', '1.38e+02', '1.20e+02', '1.18e+02', '1.11e+02', '1.08e+02', '1.19e+02', '1.07e+02', '1.25e+02', '1.24e+02', '1.31e+02']	['2.16e+01', '2.26e+01', '2.67e+01', '2.26e+01', '2.46e+01', '2.67e+01', '2.36e+01', '2.46e+01', '2.46e+01', '2.67e+01', '3.18e+01', '1.85e+01', '2.67e+01', '2.77e+01', '4.10e+01']	['4.16e-01', '4.46e-01', '5.27e-01', '4.54e-01', '4.63e-01', '5.13e-01', '5.20e-01', '5.53e-01', '5.86e-01', '6.55e-01', '7.05e-01', '4.56e-01', '5.65e-01', '5.90e-01', '8.30e-01']	h	['-5.00e-01', '-3.33e-01', '-1.67e-01', '0.00e+00', '2.50e-01', '5.00e-01', '7.50e-01', '1.00e+00', '1.50e+00', '2.00e+00', '3.00e+00', '4.00e+00', '5.00e+00', '6.00e+00', '7.00e+00']		/media/data/Firth1986_Fig1.png	904.5629166666668	0.0013720994606214322				dosing	oral	g	glucose	50.0	h	0.0							Firth1986	295	control	homo sapiens	20	Y	7.0	('M', 'F')	(1, 6)	7.0	0.20800000000000002		51.0				4.0	yr	7.0	0.23800000000000002		89.0				8.0	kg								N	20	Y	20.0					7.0	0.165		32.1				2.0	kg/m^2			20.0			12.0	h	7.0	0.054		98.0			2.0	mg/dl																					7.0	0.11		4.8		0.2	%																																																																																																																															
1644	plasma	c-peptide	concentration	µg/ml	710			295.0	['2.08e-03', '2.01e-03', '2.04e-03', '2.07e-03', '3.05e-03', '4.88e-03', '5.15e-03', '4.99e-03', '4.86e-03', '5.10e-03', '4.59e-03', '3.50e-03', '2.10e-03', '2.24e-03', '1.79e-03']	['8.90e-04', '7.70e-04', '7.70e-04', '8.00e-04', '8.90e-04', '1.84e-03', '1.44e-03', '1.10e-03', '4.90e-04', '6.70e-04', '1.10e-03', '1.07e-03', '5.50e-04', '8.90e-04', '6.40e-04']	['1.13e+00', '1.01e+00', '9.99e-01', '1.02e+00', '7.72e-01', '9.98e-01', '7.40e-01', '5.83e-01', '2.67e-01', '3.48e-01', '6.34e-01', '8.09e-01', '6.93e-01', '1.05e+00', '9.46e-01']	h	['-5.00e-01', '-3.33e-01', '-1.67e-01', '0.00e+00', '2.50e-01', '5.00e-01', '7.50e-01', '1.00e+00', '1.50e+00', '2.00e+00', '3.00e+00', '4.00e+00', '5.00e+00', '6.00e+00', '7.00e+00']		/media/data/Firth1986_Fig1.png	0.026000833333333338	0.18284756282023829				dosing	oral	g	glucose	50.0	h	0.0							Firth1986	295	control	homo sapiens	20	Y	7.0	('M', 'F')	(1, 6)	7.0	0.20800000000000002		51.0				4.0	yr	7.0	0.23800000000000002		89.0				8.0	kg								N	20	Y	20.0					7.0	0.165		32.1				2.0	kg/m^2			20.0			12.0	h	7.0	0.054		98.0			2.0	mg/dl																					7.0	0.11		4.8		0.2	%																																																																																																																															
1645	plasma	insulin	concentration	µU/ml	710			295.0	['9.69e+00', '9.64e+00', '9.59e+00', '1.04e+01', '2.62e+01', '4.94e+01', '4.04e+01', '3.70e+01', '3.52e+01', '3.51e+01', '3.19e+01', '1.78e+01', '7.68e+00', '9.02e+00', '8.74e+00']	['5.30e+00', '4.09e+00', '4.90e+00', '4.90e+00', '9.39e+00', '1.96e+01', '1.35e+01', '8.97e+00', '4.49e+00', '4.90e+00', '1.39e+01', '6.12e+00', '4.49e+00', '7.76e+00', '6.52e+00']	['1.45e+00', '1.12e+00', '1.35e+00', '1.25e+00', '9.48e-01', '1.05e+00', '8.83e-01', '6.41e-01', '3.37e-01', '3.69e-01', '1.15e+00', '9.11e-01', '1.55e+00', '2.28e+00', '1.97e+00']	h	['-5.00e-01', '-3.33e-01', '-1.67e-01', '0.00e+00', '2.50e-01', '5.00e-01', '7.50e-01', '1.00e+00', '1.50e+00', '2.00e+00', '3.00e+00', '4.00e+00', '5.00e+00', '6.00e+00', '7.00e+00']		/media/data/Firth1986_Fig1.png	163.75208333333333	0.2947777522972981				dosing	oral	g	glucose	50.0	h	0.0							Firth1986	295	control	homo sapiens	20	Y	7.0	('M', 'F')	(1, 6)	7.0	0.20800000000000002		51.0				4.0	yr	7.0	0.23800000000000002		89.0				8.0	kg								N	20	Y	20.0					7.0	0.165		32.1				2.0	kg/m^2			20.0			12.0	h	7.0	0.054		98.0			2.0	mg/dl																					7.0	0.11		4.8		0.2	%																																																																																																																															
1646	plasma	glucose	concentration	µg/ml	710			295.0	['9.88e+02', '9.62e+02', '9.48e+02', '9.47e+02', '1.13e+03', '1.37e+03', '1.38e+03', '1.34e+03', '1.35e+03', '1.32e+03', '1.07e+03', '9.73e+02', '8.42e+02', '8.70e+02', '8.37e+02']	['7.31e+01', '7.29e+01', '9.72e+01', '9.75e+01', '8.55e+01', '9.77e+01', '8.54e+01', '9.76e+01', '8.51e+01', '8.53e+01', '1.22e+02', '1.46e+02', '1.58e+02', '1.58e+02', '1.34e+02']	['1.96e-01', '2.01e-01', '2.71e-01', '2.72e-01', '2.01e-01', '1.89e-01', '1.64e-01', '1.93e-01', '1.67e-01', '1.71e-01', '3.03e-01', '3.98e-01', '4.97e-01', '4.81e-01', '4.24e-01']	h	['-5.00e-01', '-3.33e-01', '-1.67e-01', '0.00e+00', '2.50e-01', '5.00e-01', '7.50e-01', '1.00e+00', '1.50e+00', '2.00e+00', '3.00e+00', '4.00e+00', '5.00e+00', '6.00e+00', '7.00e+00']		/media/data/Firth1986_Fig1.png	7903.104166666666	0.09235009679454527				dosing	oral	g	glucose	50.0	h	0.0							Firth1986	295	control	homo sapiens	20	Y	7.0	('M', 'F')	(1, 6)	7.0	0.20800000000000002		51.0				4.0	yr	7.0	0.23800000000000002		89.0				8.0	kg								N	20	Y	20.0					7.0	0.165		32.1				2.0	kg/m^2			20.0			12.0	h	7.0	0.054		98.0			2.0	mg/dl																					7.0	0.11		4.8		0.2	%																																																																																																																															
1647	plasma	glucose	rd	mg/kg/min	710			295.0	[None, '1.90e+00', '1.08e+00', '1.94e+00', '2.04e+00', '2.09e+00', '3.08e+00', '2.64e+00', '2.64e+00', '3.10e+00', '2.90e+00', '2.54e+00', '2.15e+00', '1.99e+00', '1.88e+00']	[None, '2.40e-01', '7.70e-01', '3.70e-01', '2.40e-01', '3.50e-01', '4.10e-01', '4.30e-01', '3.50e-01', '4.90e-01', '3.90e-01', '2.60e-01', '1.80e-01', '2.20e-01', '2.00e-01']	[None, '3.34e-01', '1.89e+00', '5.05e-01', '3.11e-01', '4.43e-01', '3.52e-01', '4.31e-01', '3.51e-01', '4.18e-01', '3.56e-01', '2.71e-01', '2.22e-01', '2.92e-01', '2.81e-01']	h	['-5.00e-01', '-3.33e-01', '-1.67e-01', '0.00e+00', '2.50e-01', '5.00e-01', '7.50e-01', '1.00e+00', '1.50e+00', '2.00e+00', '3.00e+00', '4.00e+00', '5.00e+00', '6.00e+00', '7.00e+00']		/media/data/Firth1986_Fig2.png						dosing	oral	g	glucose	50.0	h	0.0							Firth1986	295	control	homo sapiens	20	Y	7.0	('M', 'F')	(1, 6)	7.0	0.20800000000000002		51.0				4.0	yr	7.0	0.23800000000000002		89.0				8.0	kg								N	20	Y	20.0					7.0	0.165		32.1				2.0	kg/m^2			20.0			12.0	h	7.0	0.054		98.0			2.0	mg/dl																					7.0	0.11		4.8		0.2	%																																																																																																																															
1648	plasma	glucose	ra	mg/kg/min	710			295.0	[None, '1.60e+00', '1.93e+00', '1.62e+00', '3.12e+00', '3.45e+00', '2.94e+00', '2.29e+00', '2.54e+00', '2.89e+00', '2.41e+00', '2.27e+00', '1.89e+00', '1.98e+00', '1.69e+00']	[None, '2.00e-01', '5.90e-01', '3.90e-01', '5.70e-01', '4.90e-01', '2.70e-01', '5.90e-01', '4.10e-01', '5.10e-01', '3.10e-01', '3.10e-01', '3.10e-01', '2.30e-01', '1.40e-01']	[None, '3.31e-01', '8.09e-01', '6.37e-01', '4.83e-01', '3.76e-01', '2.43e-01', '6.82e-01', '4.27e-01', '4.67e-01', '3.40e-01', '3.61e-01', '4.34e-01', '3.07e-01', '2.19e-01']	h	['-5.00e-01', '-3.33e-01', '-1.67e-01', '0.00e+00', '2.50e-01', '5.00e-01', '7.50e-01', '1.00e+00', '1.50e+00', '2.00e+00', '3.00e+00', '4.00e+00', '5.00e+00', '6.00e+00', '7.00e+00']		/media/data/Firth1986_Fig2.png						dosing	oral	g	glucose	50.0	h	0.0							Firth1986	295	control	homo sapiens	20	Y	7.0	('M', 'F')	(1, 6)	7.0	0.20800000000000002		51.0				4.0	yr	7.0	0.23800000000000002		89.0				8.0	kg								N	20	Y	20.0					7.0	0.165		32.1				2.0	kg/m^2			20.0			12.0	h	7.0	0.054		98.0			2.0	mg/dl																					7.0	0.11		4.8		0.2	%																																																																																																																															
