study	output_type	pk	tissue	substance_name	pktype	unit	interventions	individual_pk	value	group_pk	mean	se	cv	time_unit	time	sd	figure	auc_end	kel	max	min	median
Mitrakou1992	timecourses	3106	plasma	glucose	rd	µmol/kg/min	3280			959.0	['6.90e-01', '4.30e-01', '4.40e-01', '3.89e+00', '5.28e+00', '5.53e+00', '3.69e+00', '2.10e+00', '1.20e+00', '5.60e-01', '6.40e-01', '7.00e-01', '7.30e-01']	['2.60e-01', '1.70e-01', '2.10e-01', '6.00e-01', '5.70e-01', '6.60e-01', '3.40e-01', '3.90e-01', '3.30e-01', '2.70e-01', '3.60e-01', '3.50e-01', '2.70e-01']	['1.13e+00', '1.19e+00', '1.43e+00', '4.63e-01', '3.24e-01', '3.58e-01', '2.76e-01', '5.57e-01', '8.25e-01', '1.45e+00', '1.69e+00', '1.50e+00', '1.11e+00']	h	['-1.00e+00', '-5.00e-01', '0.00e+00', '5.00e-01', '1.00e+00', '1.50e+00', '2.00e+00', '2.50e+00', '3.00e+00', '3.50e+00', '4.00e+00', '4.50e+00', '5.00e+00']		/media/data/Mitrakou1992_Fig1.png	12.585	0.6383954839688984			
Mitrakou1992	timecourses	3107	plasma	glucose	rd	µmol/kg/min	3280			962.0	['6.30e-01', '6.60e-01', '6.30e-01', '4.04e+00', '3.95e+00', '4.84e+00', '2.52e+00', '2.45e+00', '2.08e+00', '1.27e+00', '1.11e+00', '7.00e-01', '6.50e-01']	['2.00e-01', '2.20e-01', '2.20e-01', '4.70e-01', '5.60e-01', '8.50e-01', '4.00e-01', '5.50e-01', '6.00e-01', '3.10e-01', '2.60e-01', '2.30e-01', '3.30e-01']	['8.40e-01', '8.82e-01', '9.24e-01', '3.08e-01', '3.75e-01', '4.65e-01', '4.20e-01', '5.94e-01', '7.63e-01', '6.46e-01', '6.20e-01', '8.69e-01', '1.34e+00']	h	['-1.00e+00', '-5.00e-01', '0.00e+00', '5.00e-01', '1.00e+00', '1.50e+00', '2.00e+00', '2.50e+00', '3.00e+00', '3.50e+00', '4.00e+00', '4.50e+00', '5.00e+00']		/media/data/Mitrakou1992_Fig1.png	12.445000000000002	0.5554068501427901			
Mitrakou1992	timecourses	3108	plasma	glucose	rd	µmol/kg/min	3280			961.0	['7.50e-01', '7.80e-01', '6.80e-01', '4.35e+00', '3.71e+00', '3.42e+00', '2.26e+00', '2.07e+00', '1.46e+00', '1.08e+00', '8.30e-01', '7.90e-01', '5.20e-01']	['1.40e-01', '2.20e-01', '2.20e-01', '7.30e-01', '4.40e-01', '8.60e-01', '4.30e-01', '2.50e-01', '2.90e-01', '2.70e-01', '2.10e-01', '2.30e-01', '4.30e-01']	['4.94e-01', '7.46e-01', '8.56e-01', '4.44e-01', '3.14e-01', '6.65e-01', '5.03e-01', '3.20e-01', '5.26e-01', '6.61e-01', '6.69e-01', '7.70e-01', '2.19e+00']	h	['-1.00e+00', '-5.00e-01', '0.00e+00', '5.00e-01', '1.00e+00', '1.50e+00', '2.00e+00', '2.50e+00', '3.00e+00', '3.50e+00', '4.00e+00', '4.50e+00', '5.00e+00']		/media/data/Mitrakou1992_Fig1.png	11.0325	0.4798590838530845			
Thomaseth2008	timecourses	3115	plasma	glucose	concentration	µg/ml	3282			964.0	[None, None, '9.82e+02', '1.34e+03', '1.54e+03', '1.51e+03', '1.40e+03', '1.33e+03', '1.29e+03', '1.16e+03', '1.05e+03', '1.01e+03', '9.88e+02', '9.79e+02', '9.25e+02', '8.98e+02', '8.99e+02', '9.09e+02', '8.73e+02']	[None, None, '9.09e+01', '4.54e+01', '6.36e+01', '8.18e+01', '9.09e+01', '8.18e+01', '5.45e+01', '8.18e+01', '6.36e+01', '7.28e+01', '7.27e+01', '8.18e+01', '6.36e+01', '5.46e+01', '7.27e+01', '8.18e+01', '6.36e+01']	[None, None, '2.93e-01', '1.07e-01', '1.31e-01', '1.71e-01', '2.05e-01', '1.94e-01', '1.34e-01', '2.23e-01', '1.92e-01', '2.29e-01', '2.33e-01', '2.64e-01', '2.17e-01', '1.92e-01', '2.56e-01', '2.85e-01', '2.30e-01']	h	['-5.00e-01', '-3.33e-01', '0.00e+00', '2.50e-01', '5.00e-01', '7.50e-01', '1.00e+00', '1.25e+00', '1.50e+00', '1.75e+00', '2.00e+00', '2.25e+00', '2.50e+00', '2.75e+00', '3.00e+00', '3.25e+00', '3.50e+00', '3.75e+00', '4.00e+00']		/media/data/Thomaseth2008_Fig1.png					
Thomaseth2008	timecourses	3116	plasma	glucose	concentration	µg/ml	3282			965.0	[None, None, '3.85e+02', '6.59e+02', '1.10e+03', '1.49e+03', '1.78e+03', '1.84e+03', '2.00e+03', '1.98e+03', '1.94e+03', '1.83e+03', '1.73e+03', '1.56e+03', '1.36e+03', '1.17e+03', '1.00e+03', '8.57e+02', '7.21e+02']	[None, None, '1.18e+02', '1.36e+02', '1.54e+02', '1.54e+02', '1.54e+02', '1.73e+02', '1.73e+02', '1.54e+02', '1.91e+02', '1.54e+02', '1.73e+02', '1.64e+02', '1.45e+02', '1.54e+02', '1.27e+02', '1.36e+02', '1.46e+02']	[None, None, '1.06e+00', '7.17e-01', '4.84e-01', '3.60e-01', '3.01e-01', '3.25e-01', '2.99e-01', '2.70e-01', '3.40e-01', '2.93e-01', '3.46e-01', '3.65e-01', '3.72e-01', '4.56e-01', '4.40e-01', '5.51e-01', '6.99e-01']	h	[None, None, '0.00e+00', '2.50e-01', '5.00e-01', '7.50e-01', '1.00e+00', '1.25e+00', '1.50e+00', '1.75e+00', '2.00e+00', '2.25e+00', '2.50e+00', '2.75e+00', '3.00e+00', '3.25e+00', '3.50e+00', '3.75e+00', '4.00e+00']		/media/data/Thomaseth2008_Fig1.png					
Thomaseth2008	timecourses	3117	plasma	insulin	concentration	µU/ml	3282			964.0	['4.60e+00', '4.60e+00', '4.44e+00', '3.57e+01', '5.26e+01', '4.90e+01', '4.32e+01', '3.98e+01', '3.65e+01', '3.17e+01', '2.35e+01', '2.19e+01', '1.97e+01', '1.58e+01', '1.28e+01', '1.00e+01', '9.53e+00', '6.90e+00', '6.08e+00']	['8.20e-01', '6.60e-01', '6.60e-01', '5.92e+00', '7.89e+00', '7.40e+00', '6.08e+00', '5.26e+00', '5.42e+00', '6.90e+00', '4.60e+00', '3.45e+00', '4.44e+00', '3.62e+00', '3.29e+00', '2.79e+00', '2.96e+00', '2.14e+00', '1.64e+00']	['5.64e-01', '4.54e-01', '4.70e-01', '5.25e-01', '4.74e-01', '4.78e-01', '4.45e-01', '4.18e-01', '4.70e-01', '6.88e-01', '6.19e-01', '4.99e-01', '7.12e-01', '7.25e-01', '8.12e-01', '8.80e-01', '9.82e-01', '9.81e-01', '8.53e-01']	h	['-5.00e-01', '-3.33e-01', '0.00e+00', '2.50e-01', '5.00e-01', '7.50e-01', '1.00e+00', '1.25e+00', '1.50e+00', '1.75e+00', '2.00e+00', '2.25e+00', '2.50e+00', '2.75e+00', '3.00e+00', '3.25e+00', '3.50e+00', '3.75e+00', '4.00e+00']		/media/data/Thomaseth2008_Fig1.png	105.75083333333332	0.6378078968751075			
Thomaseth2008	timecourses	3118	plasma	insulin	concentration	µU/ml	3282			965.0	['1.10e+01', '1.10e+01', '1.12e+01', '1.69e+01', '2.12e+01', '2.50e+01', '3.04e+01', '3.04e+01', '3.06e+01', '3.20e+01', '3.32e+01', '3.37e+01', '3.42e+01', '3.40e+01', '3.44e+01', '3.11e+01', '2.74e+01', '2.47e+01', '2.19e+01']	['2.47e+00', '2.47e+00', '1.64e+00', '3.29e+00', '4.44e+00', '5.10e+00', '7.40e+00', '6.74e+00', '6.74e+00', '7.40e+00', '8.71e+00', '8.38e+00', '8.55e+00', '8.71e+00', '8.88e+00', '7.73e+00', '6.90e+00', '6.41e+00', '5.42e+00']	['7.77e-01', '7.77e-01', '5.08e-01', '6.73e-01', '7.25e-01', '7.07e-01', '8.43e-01', '7.68e-01', '7.64e-01', '8.00e-01', '9.09e-01', '8.61e-01', '8.66e-01', '8.87e-01', '8.95e-01', '8.62e-01', '8.71e-01', '9.00e-01', '8.59e-01']	h	[None, None, '0.00e+00', '2.50e-01', '5.00e-01', '7.50e-01', '1.00e+00', '1.25e+00', '1.50e+00', '1.75e+00', '2.00e+00', '2.25e+00', '2.50e+00', '2.75e+00', '3.00e+00', '3.25e+00', '3.50e+00', '3.75e+00', '4.00e+00']		/media/data/Thomaseth2008_Fig1.png		0.454211781761633			
Thomaseth2008	timecourses	3119	plasma	glucose	ra	mg/min	3282			964.0	[None, None, '1.42e+02', '1.07e+02', '7.25e+01', '5.34e+01', '4.47e+01', '4.14e+01', '3.92e+01', '3.76e+01', '4.03e+01', '4.36e+01', '4.80e+01', '5.34e+01', '5.89e+01', '6.65e+01', '7.52e+01', '8.45e+01', '9.54e+01']	[None, None, '1.69e+01', '1.53e+01', '1.14e+01', '9.81e+00', '1.03e+01', '8.72e+00', '8.72e+00', '8.17e+00', '8.17e+00', '8.72e+00', '9.81e+00', '1.03e+01', '1.36e+01', '1.36e+01', '1.47e+01', '1.69e+01', '1.64e+01']	[None, None, '3.76e-01', '4.52e-01', '4.99e-01', '5.81e-01', '7.32e-01', '6.66e-01', '7.03e-01', '6.87e-01', '6.41e-01', '6.32e-01', '6.47e-01', '6.13e-01', '7.32e-01', '6.48e-01', '6.19e-01', '6.32e-01', '5.42e-01']	h	['-5.00e-01', '-3.33e-01', '0.00e+00', '2.50e-01', '5.00e-01', '7.50e-01', '1.00e+00', '1.25e+00', '1.50e+00', '1.75e+00', '2.00e+00', '2.25e+00', '2.50e+00', '2.75e+00', '3.00e+00', '3.25e+00', '3.50e+00', '3.75e+00', '4.00e+00']		/media/data/Thomaseth2008_Fig1.png					
Thomaseth2008	timecourses	3120	plasma	glucose	ra	mg/min	3282			965.0	[None, None, '1.70e+02', '1.47e+02', '1.22e+02', '1.06e+02', '9.10e+01', '7.63e+01', '6.38e+01', '5.83e+01', '5.61e+01', '5.29e+01', '5.12e+01', '5.12e+01', '5.12e+01', '5.23e+01', '5.67e+01', '6.43e+01', '7.19e+01']	[None, None, '1.80e+01', '2.02e+01', '2.12e+01', '2.40e+01', '2.67e+01', '2.12e+01', '2.02e+01', '1.80e+01', '1.64e+01', '1.69e+01', '1.69e+01', '1.53e+01', '1.53e+01', '1.47e+01', '1.47e+01', '1.91e+01', '2.23e+01']	[None, None, '3.66e-01', '4.75e-01', '6.06e-01', '7.86e-01', '1.02e+00', '9.65e-01', '1.10e+00', '1.07e+00', '1.01e+00', '1.11e+00', '1.14e+00', '1.03e+00', '1.03e+00', '9.74e-01', '8.99e-01', '1.03e+00', '1.08e+00']	h	[None, None, '0.00e+00', '2.50e-01', '5.00e-01', '7.50e-01', '1.00e+00', '1.25e+00', '1.50e+00', '1.75e+00', '2.00e+00', '2.25e+00', '2.50e+00', '2.75e+00', '3.00e+00', '3.25e+00', '3.50e+00', '3.75e+00', '4.00e+00']		/media/data/Thomaseth2008_Fig1.png					
Yang2015	timecourses	3139	plasma	glucose	concentration	mmol/l	3284			971.0	['7.98e+00', '1.25e+01', '1.58e+01', '1.64e+01', '1.49e+01']	['3.10e-01', '4.00e-01', '4.40e-01', '4.00e-01', '3.10e-01']	['7.30e-01', '6.02e-01', '5.25e-01', '4.59e-01', '3.91e-01']	h	['0.00e+00', '5.00e-01', '1.00e+00', '1.50e+00', '2.00e+00']		/media/data/Yang2015_Fig1.png	28.03	0.18817835686326045			
Yang2015	timecourses	3140	plasma	glucose	concentration	mmol/l	3284			972.0	['7.98e+00', '1.31e+01', '1.58e+01', '1.57e+01', '1.41e+01']	['4.00e-01', '3.10e-01', '3.10e-01', '2.70e-01', '3.50e-01']	['7.85e-01', '3.71e-01', '3.07e-01', '2.70e-01', '3.90e-01']	h	['0.00e+00', '5.00e-01', '1.00e+00', '1.50e+00', '2.00e+00']		/media/data/Yang2015_Fig1.png	27.777500000000003	0.11802025544162564			
Yang2015	timecourses	3141	plasma	glucose	concentration	mmol/l	3284			967.0	['5.14e+00', '8.36e+00', '8.11e+00', '6.92e+00', '5.99e+00']	['4.20e-01', '3.40e-01', '3.40e-01', '4.20e-01', '3.00e-01']	['9.21e-01', '4.58e-01', '4.72e-01', '6.84e-01', '5.64e-01']	h	['0.00e+00', '5.00e-01', '1.00e+00', '1.50e+00', '2.00e+00']		/media/data/Yang2015_Fig1.png	14.4775	0.2317566286811			
Yang2015	timecourses	3142	plasma	glucose	concentration	mmol/l	3284			968.0	['5.09e+00', '8.32e+00', '7.77e+00', '6.88e+00', '5.99e+00']	['3.40e-01', '3.40e-01', '3.40e-01', '4.70e-01', '4.70e-01']	['6.30e-01', '3.86e-01', '4.13e-01', '6.44e-01', '7.40e-01']	h	['0.00e+00', '5.00e-01', '1.00e+00', '1.50e+00', '2.00e+00']		/media/data/Yang2015_Fig1.png	14.255	0.22147280811031628			
Yang2015	timecourses	3143	plasma	glucose	concentration	mmol/l	3284			969.0	['5.81e+00', '9.80e+00', '1.11e+01', '1.03e+01', '8.33e+00']	['4.90e-01', '2.70e-01', '1.80e-01', '2.70e-01', '2.70e-01']	['8.35e-01', '2.73e-01', '1.61e-01', '2.60e-01', '3.21e-01']	h	['0.00e+00', '5.00e-01', '1.00e+00', '1.50e+00', '2.00e+00']		/media/data/Yang2015_Fig1.png	19.12	0.2852782251403867			
Yang2015	timecourses	3144	plasma	glucose	concentration	mmol/l	3284			970.0	['5.85e+00', '9.75e+00', '1.04e+01', '9.09e+00', '7.54e+00']	['4.00e-01', '4.00e-01', '5.30e-01', '3.50e-01', '4.40e-01']	['8.92e-01', '5.35e-01', '6.66e-01', '5.02e-01', '7.61e-01']	h	['0.00e+00', '5.00e-01', '1.00e+00', '1.50e+00', '2.00e+00']		/media/data/Yang2015_Fig1.png	17.9525	0.3186948402215708			
Yang2015	timecourses	3145	plasma	insulin	concentration	pmol/l	3284			971.0	['5.68e+01', '1.44e+02', '2.09e+02', '2.40e+02', '2.35e+02']	['6.18e+00', '1.11e+01', '9.88e+00', '1.60e+01', '1.23e+01']	['2.04e+00', '1.45e+00', '8.87e-01', '1.26e+00', '9.89e-01']	h	['0.00e+00', '5.00e-01', '1.00e+00', '1.50e+00', '2.00e+00']		/media/data/Yang2015_Fig1.png	369.42	0.04427478254623729			
Yang2015	timecourses	3146	plasma	insulin	concentration	pmol/l	3284			972.0	['6.30e+01', '1.87e+02', '3.17e+02', '3.50e+02', '3.30e+02']	['8.64e+00', '7.41e+00', '1.73e+01', '1.36e+01', '1.73e+01']	['2.15e+00', '6.19e-01', '8.54e-01', '6.08e-01', '8.21e-01']	h	['0.00e+00', '5.00e-01', '1.00e+00', '1.50e+00', '2.00e+00']		/media/data/Yang2015_Fig1.png	524.9649999999998	0.11822359200054675			
Yang2015	timecourses	3147	plasma	insulin	concentration	pmol/l	3284			967.0	['5.94e+01', '3.58e+02', '3.92e+02', '2.96e+02', '2.32e+02']	['1.75e+01', '2.68e+01', '3.15e+01', '1.86e+01', '1.75e+01']	['3.31e+00', '8.43e-01', '9.04e-01', '7.11e-01', '8.49e-01']	h	['0.00e+00', '5.00e-01', '1.00e+00', '1.50e+00', '2.00e+00']		/media/data/Yang2015_Fig1.png	595.8575000000002	0.5253108142413856			
Yang2015	timecourses	3148	plasma	insulin	concentration	pmol/l	3284			968.0	['5.94e+01', '4.26e+02', '3.91e+02', '3.45e+02', '2.77e+02']	['1.28e+01', '3.61e+01', '3.50e+01', '3.15e+01', '2.56e+01']	['2.03e+00', '8.01e-01', '8.43e-01', '8.61e-01', '8.72e-01']	h	['0.00e+00', '5.00e-01', '1.00e+00', '1.50e+00', '2.00e+00']		/media/data/Yang2015_Fig1.png	664.9125	0.2822088982187632			
Yang2015	timecourses	3149	plasma	insulin	concentration	pmol/l	3284			969.0	['5.16e+01', '2.48e+02', '3.37e+02', '3.87e+02', '3.39e+02']	['1.72e+01', '1.60e+01', '1.96e+01', '2.83e+01', '2.95e+01']	['3.30e+00', '6.38e-01', '5.77e-01', '7.22e-01', '8.61e-01']	h	['0.00e+00', '5.00e-01', '1.00e+00', '1.50e+00', '2.00e+00']		/media/data/Yang2015_Fig1.png	583.8475	0.2659343813390258			
Yang2015	timecourses	3150	plasma	insulin	concentration	pmol/l	3284			970.0	['6.14e+01', '3.12e+02', '4.34e+02', '4.13e+02', '3.60e+02']	['9.82e+00', '1.23e+01', '1.72e+01', '1.84e+01', '1.84e+01']	['2.08e+00', '5.14e-01', '5.17e-01', '5.82e-01', '6.68e-01']	h	['0.00e+00', '5.00e-01', '1.00e+00', '1.50e+00', '2.00e+00']		/media/data/Yang2015_Fig1.png	684.895	0.18772435444833932			
Yang2015	timecourses	3151	plasma	insulin/glucose	ratio	micro	3284			971.0	['7.59e+00', '1.27e+01', '1.49e+01', '1.66e+01', '1.81e+01']	['1.26e+00', '1.55e+00', '1.12e+00', '1.12e+00', '9.80e-01']	['3.12e+00', '2.29e+00', '1.41e+00', '1.26e+00', '1.02e+00']	h	['0.00e+00', '5.00e-01', '1.00e+00', '1.50e+00', '2.00e+00']		/media/data/Yang2015_Fig1.png	28.565				
Yang2015	timecourses	3152	plasma	insulin/glucose	ratio	micro	3284			972.0	['9.14e+00', '1.57e+01', '2.19e+01', '2.49e+01', '2.73e+01']	['7.00e-01', '1.13e+00', '2.25e+00', '1.69e+00', '1.54e+00']	['1.20e+00', '1.13e+00', '1.61e+00', '1.06e+00', '8.84e-01']	h	['0.00e+00', '5.00e-01', '1.00e+00', '1.50e+00', '2.00e+00']		/media/data/Yang2015_Fig1.png	40.365				
Yang2015	timecourses	3153	plasma	insulin/glucose	ratio	micro	3284			967.0	['9.79e+00', '4.32e+01', '4.97e+01', '4.35e+01', '3.86e+01']	['1.99e+00', '2.55e+00', '3.97e+00', '2.55e+00', '2.55e+00']	['2.29e+00', '6.66e-01', '9.00e-01', '6.60e-01', '7.45e-01']	h	['0.00e+00', '5.00e-01', '1.00e+00', '1.50e+00', '2.00e+00']		/media/data/Yang2015_Fig1.png	80.2875	0.2536732591649273			
Yang2015	timecourses	3154	plasma	insulin/glucose	ratio	micro	3284			968.0	['1.11e+01', '5.20e+01', '5.09e+01', '4.80e+01', '4.60e+01']	['1.70e+00', '3.69e+00', '3.26e+00', '3.69e+00', '3.26e+00']	['1.45e+00', '6.70e-01', '6.05e-01', '7.24e-01', '6.69e-01']	h	['0.00e+00', '5.00e-01', '1.00e+00', '1.50e+00', '2.00e+00']		/media/data/Yang2015_Fig1.png	89.68	0.0848337561544624			
Yang2015	timecourses	3155	plasma	insulin/glucose	ratio	micro	3284			969.0	['9.84e+00', '2.65e+01', '3.11e+01', '3.91e+01', '4.12e+01']	['1.86e+00', '1.73e+00', '1.86e+00', '2.66e+00', '3.06e+00']	['1.87e+00', '6.47e-01', '5.91e-01', '6.73e-01', '7.35e-01']	h	['0.00e+00', '5.00e-01', '1.00e+00', '1.50e+00', '2.00e+00']		/media/data/Yang2015_Fig1.png	61.12499999999999				
Yang2015	timecourses	3156	plasma	insulin/glucose	ratio	micro	3284			970.0	['1.04e+01', '3.30e+01', '4.30e+01', '4.75e+01', '4.94e+01']	['8.00e-01', '1.86e+00', '2.13e+00', '2.66e+00', '2.53e+00']	['1.00e+00', '7.35e-01', '6.46e-01', '7.30e-01', '6.68e-01']	h	['0.00e+00', '5.00e-01', '1.00e+00', '1.50e+00', '2.00e+00']		/media/data/Yang2015_Fig1.png	76.66				
Balogh1992	timecourses	1727	plasma	caffeine	concentration	µg/ml	2778	981.0	['2.94e+00', '3.30e-01']					h	['2.00e+00', '1.00e+01']			13.08	0.2733840257340252			
Balogh1992	timecourses	1728	plasma	caffeine	concentration	µg/ml	2778	982.0	['5.16e+00', '1.84e+00']					h	['2.00e+00', '1.00e+01']			28.0	0.12889637598407214			
Balogh1992	timecourses	1729	plasma	caffeine	concentration	µg/ml	2778	983.0	['2.54e+00', '1.06e+00']					h	['2.00e+00', '1.00e+01']			14.4	0.10923689661330868			
Balogh1992	timecourses	1730	plasma	caffeine	concentration	µg/ml	2778	984.0	['4.72e+00', '7.90e-01']					h	['2.00e+00', '1.00e+01']			22.04	0.22344139163981672			
Balogh1992	timecourses	1731	plasma	caffeine	concentration	µg/ml	2778	985.0	['3.88e+00', '2.10e-01']					h	['2.00e+00', '1.00e+01']			16.36	0.3645603627374813			
Balogh1992	timecourses	1732	plasma	caffeine	concentration	µg/ml	2778	986.0	['3.33e+00', '1.70e-01']					h	['2.00e+00', '1.00e+01']			14.0	0.3718661432405285			
Balogh1992	timecourses	1733	plasma	caffeine	concentration	µg/ml	2778	987.0	['3.94e+00', '9.10e-01']					h	['2.00e+00', '1.00e+01']			19.4	0.18318642534763546			
Balogh1992	timecourses	1734	plasma	caffeine	concentration	µg/ml	2778	988.0	['4.27e+00', '7.90e-01']					h	['2.00e+00', '1.00e+01']			20.24	0.2109170200952004			
Balogh1992	timecourses	1735	plasma	caffeine	concentration	µg/ml	2778	989.0	['4.29e+00', '1.41e+00']					h	['2.00e+00', '1.00e+01']			22.8	0.1390871285687311			
Balogh1992	timecourses	1736	plasma	caffeine	concentration	µg/ml	2778	990.0	['4.29e+00', '6.80e-01']					h	['2.00e+00', '1.00e+01']			19.88	0.2302436517189888			
Balogh1992	timecourses	1737	plasma	caffeine	concentration	µg/ml	2778	991.0	['4.12e+00', '8.70e-01']					h	['2.00e+00', '1.00e+01']			19.96	0.19438940383686784			
Balogh1992	timecourses	1738	plasma	caffeine	concentration	µg/ml	2778	992.0	['4.85e+00', '1.00e+00']					h	['2.00e+00', '1.00e+01']			23.4	0.197372338118674			
Balogh1992	timecourses	1739	plasma	caffeine	concentration	µg/ml	2778	981.0	['2.56e+00', '2.20e-01']					h	['2.00e+00', '1.00e+01']			11.12	0.30676687389015583			
Balogh1992	timecourses	1740	plasma	caffeine	concentration	µg/ml	2778	982.0	['5.12e+00', '1.79e+00']					h	['2.00e+00', '1.00e+01']			27.64	0.1313673523998441			
Balogh1992	timecourses	1741	plasma	caffeine	concentration	µg/ml	2778	983.0	['3.54e+00', '9.00e-01']					h	['2.00e+00', '1.00e+01']			17.76	0.17118590535043865			
Balogh1992	timecourses	1742	plasma	caffeine	concentration	µg/ml	2778	984.0	['4.30e+00', '1.11e+00']					h	['2.00e+00', '1.00e+01']			21.64	0.16928187592190924			
Balogh1992	timecourses	1743	plasma	caffeine	concentration	µg/ml	2778	985.0	['3.54e+00', '1.60e-01']					h	['2.00e+00', '1.00e+01']			14.8	0.3870885238617492			
Balogh1992	timecourses	1744	plasma	caffeine	concentration	µg/ml	2778	986.0	['2.52e+00', '1.30e-01']					h	['2.00e+00', '1.00e+01']			10.6	0.3705599662562358			
Balogh1992	timecourses	1745	plasma	caffeine	concentration	µg/ml	2778	987.0	['3.03e+00', '4.60e-01']					h	['2.00e+00', '1.00e+01']			13.96	0.23563642612753424			
Balogh1992	timecourses	1746	plasma	caffeine	concentration	µg/ml	2778	988.0	['3.74e+00', '4.70e-01']					h	['2.00e+00', '1.00e+01']			16.84	0.2592635244630592			
Balogh1992	timecourses	1747	plasma	caffeine	concentration	µg/ml	2778	989.0	['3.43e+00', '1.02e+00']					h	['2.00e+00', '1.00e+01']			17.8	0.1515947042352086			
Balogh1992	timecourses	1748	plasma	caffeine	concentration	µg/ml	2778	990.0	['3.50e+00', '7.60e-01']					h	['2.00e+00', '1.00e+01']			17.04	0.19089997677464104			
Balogh1992	timecourses	1749	plasma	caffeine	concentration	µg/ml	2778	991.0	['2.97e+00', '9.80e-01']					h	['2.00e+00', '1.00e+01']			15.8	0.13859558251651596			
Balogh1992	timecourses	1750	plasma	caffeine	concentration	µg/ml	2778	992.0	['3.76e+00', '7.80e-01']					h	['2.00e+00', '1.00e+01']			18.16	0.1966100395875378			
Balogh1992	timecourses	1751	plasma	caffeine	concentration	µg/ml	2778	981.0	['2.94e+00', '1.80e-01']					h	['2.00e+00', '1.00e+01']			12.48	0.3491510011803146			
Balogh1992	timecourses	1752	plasma	caffeine	concentration	µg/ml	2778	982.0	['4.96e+00', '1.62e+00']					h	['2.00e+00', '1.00e+01']			26.32	0.13987244893656792			
Balogh1992	timecourses	1753	plasma	caffeine	concentration	µg/ml	2778	983.0	['2.85e+00', '8.60e-01']					h	['2.00e+00', '1.00e+01']			14.84	0.14976773550189287			
Balogh1992	timecourses	1754	plasma	caffeine	concentration	µg/ml	2778	984.0	['3.92e+00', '9.60e-01']					h	['2.00e+00', '1.00e+01']			19.52	0.17586420604032826			
Balogh1992	timecourses	1755	plasma	caffeine	concentration	µg/ml	2778	985.0	['2.58e+00', '4.50e-01']					h	['2.00e+00', '1.00e+01']			12.12	0.2182871368939122			
Balogh1992	timecourses	1756	plasma	caffeine	concentration	µg/ml	2778	986.0	['2.27e+00', '1.20e-01']					h	['2.00e+00', '1.00e+01']			9.56	0.3675054209616753			
Balogh1992	timecourses	1757	plasma	caffeine	concentration	µg/ml	2778	987.0	['3.33e+00', '4.00e-01']					h	['2.00e+00', '1.00e+01']			14.92	0.26490787948331346			
Balogh1992	timecourses	1758	plasma	caffeine	concentration	µg/ml	2778	988.0	['3.44e+00', '6.40e-01']					h	['2.00e+00', '1.00e+01']			16.32	0.21021982175171586			
Balogh1992	timecourses	1759	plasma	caffeine	concentration	µg/ml	2778	989.0	['3.25e+00', '9.60e-01']					h	['2.00e+00', '1.00e+01']			16.84	0.15243462385773765			
Balogh1992	timecourses	1760	plasma	caffeine	concentration	µg/ml	2778	990.0	['4.01e+00', '6.70e-01']					h	['2.00e+00', '1.00e+01']			18.72	0.2236586009894504			
Balogh1992	timecourses	1761	plasma	caffeine	concentration	µg/ml	2778	991.0	['2.69e+00', '8.80e-01']					h	['2.00e+00', '1.00e+01']			14.28	0.13967182064045408			
Balogh1992	timecourses	1762	plasma	caffeine	concentration	µg/ml	2778	992.0	['3.50e+00', '7.30e-01']					h	['2.00e+00', '1.00e+01']			16.92	0.1959342141668836			
Balogh1992	timecourses	1763	plasma	caffeine	concentration	µg/ml	2778	981.0	['2.62e+00', '1.70e-01']					h	['2.00e+00', '1.00e+01']			11.16	0.3418913949631101			
Balogh1992	timecourses	1764	plasma	caffeine	concentration	µg/ml	2778	982.0	['4.18e+00', '1.39e+00']					h	['2.00e+00', '1.00e+01']			22.28	0.1376259374242581			
Balogh1992	timecourses	1765	plasma	caffeine	concentration	µg/ml	2778	983.0	['3.63e+00', '7.80e-01']					h	['2.00e+00', '1.00e+01']			17.64	0.19221175094690732			
Balogh1992	timecourses	1766	plasma	caffeine	concentration	µg/ml	2778	984.0	['3.31e+00', '9.10e-01']					h	['2.00e+00', '1.00e+01']			16.88	0.1614073586075266			
Balogh1992	timecourses	1767	plasma	caffeine	concentration	µg/ml	2778	985.0	['2.33e+00', '4.90e-01']					h	['2.00e+00', '1.00e+01']			11.28	0.19490226943188427			
Balogh1992	timecourses	1768	plasma	caffeine	concentration	µg/ml	2778	986.0	['2.04e+00', '1.00e-01']					h	['2.00e+00', '1.00e+01']			8.56	0.3769418626062713			
Balogh1992	timecourses	1769	plasma	caffeine	concentration	µg/ml	2778	987.0	['3.03e+00', '3.60e-01']					h	['2.00e+00', '1.00e+01']			13.56	0.26627673338165736			
Balogh1992	timecourses	1770	plasma	caffeine	concentration	µg/ml	2778	988.0	['3.60e+00', '6.00e-01']					h	['2.00e+00', '1.00e+01']			16.8	0.22396993365350687			
Balogh1992	timecourses	1771	plasma	caffeine	concentration	µg/ml	2778	989.0	['3.38e+00', '9.00e-01']					h	['2.00e+00', '1.00e+01']			17.12	0.16540452814409418			
Balogh1992	timecourses	1772	plasma	caffeine	concentration	µg/ml	2778	990.0	['3.44e+00', '6.60e-01']					h	['2.00e+00', '1.00e+01']			16.4	0.2063733644183716			
