	pktype	unit	tissue	interventions	substance_name	individual_pk	value	group_pk	mean	se	time	time_unit	cv	sd	min	max	median	name	route	value_intervention	unit_intervention	substance_name_intervention	time_unit_intervention	time_intervention	form	application	choice	se_intervention	min_intervention	max_intervention	('study', '')	('subject_pk', '')	('subject_name', '')	('species', 'choice')	('species', 'count')	('healthy', 'choice')	('healthy', 'count')	('age', 'count')	('age', 'cv')	('age', 'max')	('age', 'mean')	('age', 'median')	('age', 'min')	('age', 'sd')	('age', 'se')	('age', 'unit')	('age', 'value')	('sex', 'choice')	('sex', 'count')	('weight', 'count')	('weight', 'cv')	('weight', 'max')	('weight', 'mean')	('weight', 'median')	('weight', 'min')	('weight', 'sd')	('weight', 'se')	('weight', 'unit')	('weight', 'value')	('smoking', 'choice')	('smoking', 'count')	('abstinence', 'choice')	('abstinence', 'count')	('abstinence', 'min')	('abstinence', 'unit')	('abstinence', 'value')	('medication', 'choice')	('medication', 'count')	('overnight fast', 'choice')	('overnight fast', 'count')	('overnight fast', 'unit')	('overnight fast', 'value')	('oral contraceptives', 'choice')	('oral contraceptives', 'count')	('ethnicity', 'choice')	('ethnicity', 'count')	('bmi', 'count')	('bmi', 'cv')	('bmi', 'max')	('bmi', 'mean')	('bmi', 'median')	('bmi', 'min')	('bmi', 'sd')	('bmi', 'se')	('bmi', 'unit')	('disease', 'choice')	('disease', 'count')	('fasted', 'count')	('fasted', 'max')	('fasted', 'min')	('fasted', 'unit')	('fasted', 'value')	('alcohol abstinence', 'choice')	('alcohol abstinence', 'count')	('alcohol abstinence', 'unit')	('alcohol abstinence', 'value')	('smoking amount (cigarettes)', 'count')	('smoking amount (cigarettes)', 'max')	('smoking amount (cigarettes)', 'mean')	('smoking amount (cigarettes)', 'min')	('smoking amount (cigarettes)', 'sd')	('smoking amount (cigarettes)', 'se')	('smoking amount (cigarettes)', 'unit')	('smoking amount (cigarettes)', 'value')	('glucose', 'count')	('glucose', 'cv')	('glucose', 'max')	('glucose', 'mean')	('glucose', 'min')	('glucose', 'sd')	('glucose', 'se')	('glucose', 'unit')	('height', 'count')	('height', 'cv')	('height', 'max')	('height', 'mean')	('height', 'min')	('height', 'sd')	('height', 'se')	('height', 'unit')	('caffeine amount', 'count')	('caffeine amount', 'cv')	('caffeine amount', 'max')	('caffeine amount', 'mean')	('caffeine amount', 'min')	('caffeine amount', 'sd')	('caffeine amount', 'se')	('caffeine amount', 'unit')	('HbA1c', 'count')	('HbA1c', 'max')	('HbA1c', 'mean')	('HbA1c', 'min')	('HbA1c', 'se')	('HbA1c', 'unit')	('HbA1c', 'value')	('phenotype', 'choice')	('phenotype', 'count')	('disease duration', 'count')	('disease duration', 'cv')	('disease duration', 'mean')	('disease duration', 'sd')	('disease duration', 'se')	('disease duration', 'unit')	('insulin', 'count')	('insulin', 'cv')	('insulin', 'mean')	('insulin', 'sd')	('insulin', 'se')	('insulin', 'unit')	('blood pressure', 'count')	('blood pressure', 'max')	('blood pressure', 'unit')	('genetics', 'choice')	('genetics', 'count')	('caffeine', 'choice')	('caffeine', 'count')	('obesity index', 'count')	('obesity index', 'max')	('obesity index', 'mean')	('obesity index', 'min')	('obesity index', 'se')	('obesity index', 'unit')	('muscle weight', 'count')	('muscle weight', 'cv')	('muscle weight', 'mean')	('muscle weight', 'sd')	('muscle weight', 'se')	('muscle weight', 'unit')	('body surface area', 'count')	('body surface area', 'max')	('body surface area', 'mean')	('body surface area', 'min')	('body surface area', 'se')	('body surface area', 'unit')	('glucagon', 'count')	('glucagon', 'cv')	('glucagon', 'mean')	('glucagon', 'sd')	('glucagon', 'se')	('glucagon', 'unit')	('percent fat', 'count')	('percent fat', 'cv')	('percent fat', 'mean')	('percent fat', 'sd')	('percent fat', 'se')	('percent fat', 'unit')	('lean body mass', 'count')	('lean body mass', 'cv')	('lean body mass', 'mean')	('lean body mass', 'sd')	('lean body mass', 'se')	('lean body mass', 'unit')	('smoking duration (years)', 'count')	('smoking duration (years)', 'mean')	('smoking duration (years)', 'min')	('smoking duration (years)', 'unit')	('alcohol', 'choice')	('alcohol', 'count')	('metabolic ratio', 'count')	('metabolic ratio', 'max')	('metabolic ratio', 'mean')	('metabolic ratio', 'min')	('metabolic ratio', 'unit')	('medication type', 'choice')	('medication type', 'count')	('smoking amount (packyears)', 'count')	('smoking amount (packyears)', 'min')	('smoking amount (packyears)', 'unit')	('caffeine amount (beverages)', 'count')	('caffeine amount (beverages)', 'max')	('caffeine amount (beverages)', 'unit')
977	thalf	h	plasma	748	caffeine			551.0	4.21	0.26			0.34	1.42				D_CAF3	oral	213.0	mg	caffeine	h	0.0	capsule						Seng2009	551	S_CS	homo sapiens	59	Y	59.0	30.0	0.22		23.0			5.0	0.91	yr		M	59	30.0	0.27		71.0			19.0	3.47	kg		Y	30												N	59	asian	59																	N	59.0			30	14.00	10.0	6.00			1/day																		30.0		200.0					mg/day																																																																																			
978	vd	l	plasma	748	caffeine			551.0	49.33	9.35			1.04	51.19				D_CAF3	oral	213.0	mg	caffeine	h	0.0	capsule						Seng2009	551	S_CS	homo sapiens	59	Y	59.0	30.0	0.22		23.0			5.0	0.91	yr		M	59	30.0	0.27		71.0			19.0	3.47	kg		Y	30												N	59	asian	59																	N	59.0			30	14.00	10.0	6.00			1/day																		30.0		200.0					mg/day																																																																																			
979	vd	l/kg	plasma	748	caffeine			551.0	1.05	0.16			0.81	0.85				D_CAF3	oral	213.0	mg	caffeine	h	0.0	capsule						Seng2009	551	S_CS	homo sapiens	59	Y	59.0	30.0	0.22		23.0			5.0	0.91	yr		M	59	30.0	0.27		71.0			19.0	3.47	kg		Y	30												N	59	asian	59																	N	59.0			30	14.00	10.0	6.00			1/day																		30.0		200.0					mg/day																																																																																			
980	auc_end	mg*h/l	plasma	748	caffeine			551.0	23.1	3.05	24.0	h	0.72	16.72				D_CAF3	oral	213.0	mg	caffeine	h	0.0	capsule						Seng2009	551	S_CS	homo sapiens	59	Y	59.0	30.0	0.22		23.0			5.0	0.91	yr		M	59	30.0	0.27		71.0			19.0	3.47	kg		Y	30												N	59	asian	59																	N	59.0			30	14.00	10.0	6.00			1/day																		30.0		200.0					mg/day																																																																																			
981	clearance	ml/min	plasma	749	caffeine			551.0	132.97	9.31			0.38	51.01				D_CAF5	oral	355.0	mg	caffeine	h	0.0	capsule						Seng2009	551	S_CS	homo sapiens	59	Y	59.0	30.0	0.22		23.0			5.0	0.91	yr		M	59	30.0	0.27		71.0			19.0	3.47	kg		Y	30												N	59	asian	59																	N	59.0			30	14.00	10.0	6.00			1/day																		30.0		200.0					mg/day																																																																																			
982	clearance	ml/min/kg	plasma	749	caffeine			551.0	2.01	0.16			0.45	0.9				D_CAF5	oral	355.0	mg	caffeine	h	0.0	capsule						Seng2009	551	S_CS	homo sapiens	59	Y	59.0	30.0	0.22		23.0			5.0	0.91	yr		M	59	30.0	0.27		71.0			19.0	3.47	kg		Y	30												N	59	asian	59																	N	59.0			30	14.00	10.0	6.00			1/day																		30.0		200.0					mg/day																																																																																			
983	thalf	h	plasma	749	caffeine			551.0	5.12	0.2			0.21	1.08				D_CAF5	oral	355.0	mg	caffeine	h	0.0	capsule						Seng2009	551	S_CS	homo sapiens	59	Y	59.0	30.0	0.22		23.0			5.0	0.91	yr		M	59	30.0	0.27		71.0			19.0	3.47	kg		Y	30												N	59	asian	59																	N	59.0			30	14.00	10.0	6.00			1/day																		30.0		200.0					mg/day																																																																																			
984	vd	l	plasma	749	caffeine			551.0	48.84	4.59			0.52	25.16				D_CAF5	oral	355.0	mg	caffeine	h	0.0	capsule						Seng2009	551	S_CS	homo sapiens	59	Y	59.0	30.0	0.22		23.0			5.0	0.91	yr		M	59	30.0	0.27		71.0			19.0	3.47	kg		Y	30												N	59	asian	59																	N	59.0			30	14.00	10.0	6.00			1/day																		30.0		200.0					mg/day																																																																																			
985	vd	l/kg	plasma	749	caffeine			551.0	0.75	0.08			0.57	0.43				D_CAF5	oral	355.0	mg	caffeine	h	0.0	capsule						Seng2009	551	S_CS	homo sapiens	59	Y	59.0	30.0	0.22		23.0			5.0	0.91	yr		M	59	30.0	0.27		71.0			19.0	3.47	kg		Y	30												N	59	asian	59																	N	59.0			30	14.00	10.0	6.00			1/day																		30.0		200.0					mg/day																																																																																			
986	auc_end	mg*h/l	plasma	749	caffeine			551.0	46.06	3.45	24.0	h	0.41	18.92				D_CAF5	oral	355.0	mg	caffeine	h	0.0	capsule						Seng2009	551	S_CS	homo sapiens	59	Y	59.0	30.0	0.22		23.0			5.0	0.91	yr		M	59	30.0	0.27		71.0			19.0	3.47	kg		Y	30												N	59	asian	59																	N	59.0			30	14.00	10.0	6.00			1/day																		30.0		200.0					mg/day																																																																																			
987	clearance	ml/min	plasma	748	caffeine			549.0	80.74	11.51			0.53	43.06				D_CAF3	oral	186.0	mg	caffeine	h	0.0	capsule						Seng2009	549	S_NCNS	homo sapiens	59	Y	59.0	14.0	0.1		21.0			2.0	0.53	yr		M	59	14.0	0.15		62.0			9.0	2.41	kg		N	14												N	59	asian	59																	N	59.0																											14.0				200.0			mg/day																																																																																			
988	clearance	ml/min/kg	plasma	748	caffeine			549.0	1.81	0.18			0.37	0.67				D_CAF3	oral	186.0	mg	caffeine	h	0.0	capsule						Seng2009	549	S_NCNS	homo sapiens	59	Y	59.0	14.0	0.1		21.0			2.0	0.53	yr		M	59	14.0	0.15		62.0			9.0	2.41	kg		N	14												N	59	asian	59																	N	59.0																											14.0				200.0			mg/day																																																																																			
989	thalf	h	plasma	748	caffeine			549.0	4.79	0.6			0.47	2.25				D_CAF3	oral	186.0	mg	caffeine	h	0.0	capsule						Seng2009	549	S_NCNS	homo sapiens	59	Y	59.0	14.0	0.1		21.0			2.0	0.53	yr		M	59	14.0	0.15		62.0			9.0	2.41	kg		N	14												N	59	asian	59																	N	59.0																											14.0				200.0			mg/day																																																																																			
990	vd	l	plasma	748	caffeine			549.0	51.25	7.6			0.55	28.44				D_CAF3	oral	186.0	mg	caffeine	h	0.0	capsule						Seng2009	549	S_NCNS	homo sapiens	59	Y	59.0	14.0	0.1		21.0			2.0	0.53	yr		M	59	14.0	0.15		62.0			9.0	2.41	kg		N	14												N	59	asian	59																	N	59.0																											14.0				200.0			mg/day																																																																																			
991	vd	l/kg	plasma	748	caffeine			549.0	0.85	0.13			0.56	0.48				D_CAF3	oral	186.0	mg	caffeine	h	0.0	capsule						Seng2009	549	S_NCNS	homo sapiens	59	Y	59.0	14.0	0.1		21.0			2.0	0.53	yr		M	59	14.0	0.15		62.0			9.0	2.41	kg		N	14												N	59	asian	59																	N	59.0																											14.0				200.0			mg/day																																																																																			
992	auc_end	mg*h/l	plasma	748	caffeine			549.0	46.58	3.65	24.0	h	0.29	13.65				D_CAF3	oral	186.0	mg	caffeine	h	0.0	capsule						Seng2009	549	S_NCNS	homo sapiens	59	Y	59.0	14.0	0.1		21.0			2.0	0.53	yr		M	59	14.0	0.15		62.0			9.0	2.41	kg		N	14												N	59	asian	59																	N	59.0																											14.0				200.0			mg/day																																																																																			
993	clearance	ml/min	plasma	749	caffeine			549.0	82.29	15.1			0.69	56.51				D_CAF5	oral	310.0	mg	caffeine	h	0.0	capsule						Seng2009	549	S_NCNS	homo sapiens	59	Y	59.0	14.0	0.1		21.0			2.0	0.53	yr		M	59	14.0	0.15		62.0			9.0	2.41	kg		N	14												N	59	asian	59																	N	59.0																											14.0				200.0			mg/day																																																																																			
994	clearance	ml/min/kg	plasma	749	caffeine			549.0	1.01	0.21			0.76	0.77				D_CAF5	oral	310.0	mg	caffeine	h	0.0	capsule						Seng2009	549	S_NCNS	homo sapiens	59	Y	59.0	14.0	0.1		21.0			2.0	0.53	yr		M	59	14.0	0.15		62.0			9.0	2.41	kg		N	14												N	59	asian	59																	N	59.0																											14.0				200.0			mg/day																																																																																			
995	thalf	h	plasma	749	caffeine			549.0	5.12	0.81			0.59	3.03				D_CAF5	oral	310.0	mg	caffeine	h	0.0	capsule						Seng2009	549	S_NCNS	homo sapiens	59	Y	59.0	14.0	0.1		21.0			2.0	0.53	yr		M	59	14.0	0.15		62.0			9.0	2.41	kg		N	14												N	59	asian	59																	N	59.0																											14.0				200.0			mg/day																																																																																			
996	vd	l	plasma	749	caffeine			549.0	44.18	8.71			0.74	32.58				D_CAF5	oral	310.0	mg	caffeine	h	0.0	capsule						Seng2009	549	S_NCNS	homo sapiens	59	Y	59.0	14.0	0.1		21.0			2.0	0.53	yr		M	59	14.0	0.15		62.0			9.0	2.41	kg		N	14												N	59	asian	59																	N	59.0																											14.0				200.0			mg/day																																																																																			
997	vd	l/kg	plasma	749	caffeine			549.0	0.72	0.15			0.78	0.56				D_CAF5	oral	310.0	mg	caffeine	h	0.0	capsule						Seng2009	549	S_NCNS	homo sapiens	59	Y	59.0	14.0	0.1		21.0			2.0	0.53	yr		M	59	14.0	0.15		62.0			9.0	2.41	kg		N	14												N	59	asian	59																	N	59.0																											14.0				200.0			mg/day																																																																																			
998	auc_end	mg*h/l	plasma	749	caffeine			549.0	65.85	11.76	24.0	h	0.67	44.0				D_CAF5	oral	310.0	mg	caffeine	h	0.0	capsule						Seng2009	549	S_NCNS	homo sapiens	59	Y	59.0	14.0	0.1		21.0			2.0	0.53	yr		M	59	14.0	0.15		62.0			9.0	2.41	kg		N	14												N	59	asian	59																	N	59.0																											14.0				200.0			mg/day																																																																																			
999	concentration	µg/ml	plasma	728	FFA			522.0	470.0	19.92			0.13	63.0				Dcaf	iv	340.4	mg	caffeine	h	0.0	solution	single dose					Hetzler1990	522	all	homo sapiens	10	Y	10.0	10.0	0.22		27.9			6.2	1.96	yr		M	10	10.0	0.18		85.1			15.4	4.87	kg				caffeine	10		h	48.00			Y	10.0	h	12.0	N																																								10.0	0.03		1.79		0.04	0.01	m																																																													10.0	0.47	20.4	9.5	3.0	%	10.0	0.12	66.7	8.0	2.53	kg																			
1000	concentration	µg/ml	plasma	728	FFA			522.0	420.0	30.04			0.23	95.0				Dcaf	iv	340.4	mg	caffeine	h	0.0	solution	single dose					Hetzler1990	522	all	homo sapiens	10	Y	10.0	10.0	0.22		27.9			6.2	1.96	yr		M	10	10.0	0.18		85.1			15.4	4.87	kg				caffeine	10		h	48.00			Y	10.0	h	12.0	N																																								10.0	0.03		1.79		0.04	0.01	m																																																													10.0	0.47	20.4	9.5	3.0	%	10.0	0.12	66.7	8.0	2.53	kg																			
1001	concentration	µg/ml	plasma	728	FFA			522.0	430.0	39.84			0.29	126.0				Dcaf	iv	340.4	mg	caffeine	h	0.0	solution	single dose					Hetzler1990	522	all	homo sapiens	10	Y	10.0	10.0	0.22		27.9			6.2	1.96	yr		M	10	10.0	0.18		85.1			15.4	4.87	kg				caffeine	10		h	48.00			Y	10.0	h	12.0	N																																								10.0	0.03		1.79		0.04	0.01	m																																																													10.0	0.47	20.4	9.5	3.0	%	10.0	0.12	66.7	8.0	2.53	kg																			
1002	concentration	µg/ml	plasma	728	FFA			522.0	570.0	69.89			0.39	221.0				Dcaf	iv	340.4	mg	caffeine	h	0.0	solution	single dose					Hetzler1990	522	all	homo sapiens	10	Y	10.0	10.0	0.22		27.9			6.2	1.96	yr		M	10	10.0	0.18		85.1			15.4	4.87	kg				caffeine	10		h	48.00			Y	10.0	h	12.0	N																																								10.0	0.03		1.79		0.04	0.01	m																																																													10.0	0.47	20.4	9.5	3.0	%	10.0	0.12	66.7	8.0	2.53	kg																			
1003	concentration	µg/ml	plasma	728	FFA			522.0	640.0	39.84			0.2	126.0				Dcaf	iv	340.4	mg	caffeine	h	0.0	solution	single dose					Hetzler1990	522	all	homo sapiens	10	Y	10.0	10.0	0.22		27.9			6.2	1.96	yr		M	10	10.0	0.18		85.1			15.4	4.87	kg				caffeine	10		h	48.00			Y	10.0	h	12.0	N																																								10.0	0.03		1.79		0.04	0.01	m																																																													10.0	0.47	20.4	9.5	3.0	%	10.0	0.12	66.7	8.0	2.53	kg																			
1004	concentration	µg/ml	plasma	728	FFA			522.0	640.0	39.84			0.2	126.0				Dcaf	iv	340.4	mg	caffeine	h	0.0	solution	single dose					Hetzler1990	522	all	homo sapiens	10	Y	10.0	10.0	0.22		27.9			6.2	1.96	yr		M	10	10.0	0.18		85.1			15.4	4.87	kg				caffeine	10		h	48.00			Y	10.0	h	12.0	N																																								10.0	0.03		1.79		0.04	0.01	m																																																													10.0	0.47	20.4	9.5	3.0	%	10.0	0.12	66.7	8.0	2.53	kg																			
1005	concentration	µg/ml	plasma	728	FFA			522.0	650.0	30.04			0.15	95.0				Dcaf	iv	340.4	mg	caffeine	h	0.0	solution	single dose					Hetzler1990	522	all	homo sapiens	10	Y	10.0	10.0	0.22		27.9			6.2	1.96	yr		M	10	10.0	0.18		85.1			15.4	4.87	kg				caffeine	10		h	48.00			Y	10.0	h	12.0	N																																								10.0	0.03		1.79		0.04	0.01	m																																																													10.0	0.47	20.4	9.5	3.0	%	10.0	0.12	66.7	8.0	2.53	kg																			
1006	concentration	µg/ml	plasma	728	FFA			522.0	660.0	30.04			0.14	95.0				Dcaf	iv	340.4	mg	caffeine	h	0.0	solution	single dose					Hetzler1990	522	all	homo sapiens	10	Y	10.0	10.0	0.22		27.9			6.2	1.96	yr		M	10	10.0	0.18		85.1			15.4	4.87	kg				caffeine	10		h	48.00			Y	10.0	h	12.0	N																																								10.0	0.03		1.79		0.04	0.01	m																																																													10.0	0.47	20.4	9.5	3.0	%	10.0	0.12	66.7	8.0	2.53	kg																			
1007	concentration	µg/ml	plasma	728	FFA			522.0	720.0	30.04			0.13	95.0				Dcaf	iv	340.4	mg	caffeine	h	0.0	solution	single dose					Hetzler1990	522	all	homo sapiens	10	Y	10.0	10.0	0.22		27.9			6.2	1.96	yr		M	10	10.0	0.18		85.1			15.4	4.87	kg				caffeine	10		h	48.00			Y	10.0	h	12.0	N																																								10.0	0.03		1.79		0.04	0.01	m																																																													10.0	0.47	20.4	9.5	3.0	%	10.0	0.12	66.7	8.0	2.53	kg																			
1008	concentration	µg/ml	plasma	728	FFA			522.0	710.0	60.08			0.27	190.0				Dcaf	iv	340.4	mg	caffeine	h	0.0	solution	single dose					Hetzler1990	522	all	homo sapiens	10	Y	10.0	10.0	0.22		27.9			6.2	1.96	yr		M	10	10.0	0.18		85.1			15.4	4.87	kg				caffeine	10		h	48.00			Y	10.0	h	12.0	N																																								10.0	0.03		1.79		0.04	0.01	m																																																													10.0	0.47	20.4	9.5	3.0	%	10.0	0.12	66.7	8.0	2.53	kg																			
1009	concentration	µg/ml	plasma	728	glycerol			522.0	130.0	10.12			0.25	32.0				Dcaf	iv	340.4	mg	caffeine	h	0.0	solution	single dose					Hetzler1990	522	all	homo sapiens	10	Y	10.0	10.0	0.22		27.9			6.2	1.96	yr		M	10	10.0	0.18		85.1			15.4	4.87	kg				caffeine	10		h	48.00			Y	10.0	h	12.0	N																																								10.0	0.03		1.79		0.04	0.01	m																																																													10.0	0.47	20.4	9.5	3.0	%	10.0	0.12	66.7	8.0	2.53	kg																			
1010	concentration	µg/ml	plasma	728	glycerol			522.0	130.0	19.92			0.48	63.0				Dcaf	iv	340.4	mg	caffeine	h	0.0	solution	single dose					Hetzler1990	522	all	homo sapiens	10	Y	10.0	10.0	0.22		27.9			6.2	1.96	yr		M	10	10.0	0.18		85.1			15.4	4.87	kg				caffeine	10		h	48.00			Y	10.0	h	12.0	N																																								10.0	0.03		1.79		0.04	0.01	m																																																													10.0	0.47	20.4	9.5	3.0	%	10.0	0.12	66.7	8.0	2.53	kg																			
1011	concentration	µg/ml	plasma	728	glycerol			522.0	150.0	10.12			0.21	32.0				Dcaf	iv	340.4	mg	caffeine	h	0.0	solution	single dose					Hetzler1990	522	all	homo sapiens	10	Y	10.0	10.0	0.22		27.9			6.2	1.96	yr		M	10	10.0	0.18		85.1			15.4	4.87	kg				caffeine	10		h	48.00			Y	10.0	h	12.0	N																																								10.0	0.03		1.79		0.04	0.01	m																																																													10.0	0.47	20.4	9.5	3.0	%	10.0	0.12	66.7	8.0	2.53	kg																			
1012	concentration	µg/ml	plasma	728	glycerol			522.0	160.0	19.92			0.39	63.0				Dcaf	iv	340.4	mg	caffeine	h	0.0	solution	single dose					Hetzler1990	522	all	homo sapiens	10	Y	10.0	10.0	0.22		27.9			6.2	1.96	yr		M	10	10.0	0.18		85.1			15.4	4.87	kg				caffeine	10		h	48.00			Y	10.0	h	12.0	N																																								10.0	0.03		1.79		0.04	0.01	m																																																													10.0	0.47	20.4	9.5	3.0	%	10.0	0.12	66.7	8.0	2.53	kg																			
1013	concentration	µg/ml	plasma	728	glycerol			522.0	150.0	10.12			0.21	32.0				Dcaf	iv	340.4	mg	caffeine	h	0.0	solution	single dose					Hetzler1990	522	all	homo sapiens	10	Y	10.0	10.0	0.22		27.9			6.2	1.96	yr		M	10	10.0	0.18		85.1			15.4	4.87	kg				caffeine	10		h	48.00			Y	10.0	h	12.0	N																																								10.0	0.03		1.79		0.04	0.01	m																																																													10.0	0.47	20.4	9.5	3.0	%	10.0	0.12	66.7	8.0	2.53	kg																			
1014	concentration	µg/ml	plasma	728	glycerol			522.0	160.0	10.12			0.2	32.0				Dcaf	iv	340.4	mg	caffeine	h	0.0	solution	single dose					Hetzler1990	522	all	homo sapiens	10	Y	10.0	10.0	0.22		27.9			6.2	1.96	yr		M	10	10.0	0.18		85.1			15.4	4.87	kg				caffeine	10		h	48.00			Y	10.0	h	12.0	N																																								10.0	0.03		1.79		0.04	0.01	m																																																													10.0	0.47	20.4	9.5	3.0	%	10.0	0.12	66.7	8.0	2.53	kg																			
1015	concentration	µg/ml	plasma	728	glycerol			522.0	160.0	10.12			0.2	32.0				Dcaf	iv	340.4	mg	caffeine	h	0.0	solution	single dose					Hetzler1990	522	all	homo sapiens	10	Y	10.0	10.0	0.22		27.9			6.2	1.96	yr		M	10	10.0	0.18		85.1			15.4	4.87	kg				caffeine	10		h	48.00			Y	10.0	h	12.0	N																																								10.0	0.03		1.79		0.04	0.01	m																																																													10.0	0.47	20.4	9.5	3.0	%	10.0	0.12	66.7	8.0	2.53	kg																			
1016	concentration	µg/ml	plasma	728	glycerol			522.0	170.0	10.12			0.19	32.0				Dcaf	iv	340.4	mg	caffeine	h	0.0	solution	single dose					Hetzler1990	522	all	homo sapiens	10	Y	10.0	10.0	0.22		27.9			6.2	1.96	yr		M	10	10.0	0.18		85.1			15.4	4.87	kg				caffeine	10		h	48.00			Y	10.0	h	12.0	N																																								10.0	0.03		1.79		0.04	0.01	m																																																													10.0	0.47	20.4	9.5	3.0	%	10.0	0.12	66.7	8.0	2.53	kg																			
1017	concentration	µg/ml	plasma	728	glycerol			522.0	150.0	10.12			0.21	32.0				Dcaf	iv	340.4	mg	caffeine	h	0.0	solution	single dose					Hetzler1990	522	all	homo sapiens	10	Y	10.0	10.0	0.22		27.9			6.2	1.96	yr		M	10	10.0	0.18		85.1			15.4	4.87	kg				caffeine	10		h	48.00			Y	10.0	h	12.0	N																																								10.0	0.03		1.79		0.04	0.01	m																																																													10.0	0.47	20.4	9.5	3.0	%	10.0	0.12	66.7	8.0	2.53	kg																			
1018	concentration	µg/ml	plasma	728	glycerol			522.0	140.0	10.12			0.23	32.0				Dcaf	iv	340.4	mg	caffeine	h	0.0	solution	single dose					Hetzler1990	522	all	homo sapiens	10	Y	10.0	10.0	0.22		27.9			6.2	1.96	yr		M	10	10.0	0.18		85.1			15.4	4.87	kg				caffeine	10		h	48.00			Y	10.0	h	12.0	N																																								10.0	0.03		1.79		0.04	0.01	m																																																													10.0	0.47	20.4	9.5	3.0	%	10.0	0.12	66.7	8.0	2.53	kg																			
1019	concentration	µg/ml	plasma	728	caffeine			522.0	60.0	49.96			2.63	158.0				Dcaf	iv	340.4	mg	caffeine	h	0.0	solution	single dose					Hetzler1990	522	all	homo sapiens	10	Y	10.0	10.0	0.22		27.9			6.2	1.96	yr		M	10	10.0	0.18		85.1			15.4	4.87	kg				caffeine	10		h	48.00			Y	10.0	h	12.0	N																																								10.0	0.03		1.79		0.04	0.01	m																																																													10.0	0.47	20.4	9.5	3.0	%	10.0	0.12	66.7	8.0	2.53	kg																			
1020	concentration	µg/ml	plasma	728	caffeine			522.0	8720.0	1230.13			0.45	3890.0				Dcaf	iv	340.4	mg	caffeine	h	0.0	solution	single dose					Hetzler1990	522	all	homo sapiens	10	Y	10.0	10.0	0.22		27.9			6.2	1.96	yr		M	10	10.0	0.18		85.1			15.4	4.87	kg				caffeine	10		h	48.00			Y	10.0	h	12.0	N																																								10.0	0.03		1.79		0.04	0.01	m																																																													10.0	0.47	20.4	9.5	3.0	%	10.0	0.12	66.7	8.0	2.53	kg																			
1021	concentration	µg/ml	plasma	728	caffeine			522.0	5670.0	289.98			0.16	917.0				Dcaf	iv	340.4	mg	caffeine	h	0.0	solution	single dose					Hetzler1990	522	all	homo sapiens	10	Y	10.0	10.0	0.22		27.9			6.2	1.96	yr		M	10	10.0	0.18		85.1			15.4	4.87	kg				caffeine	10		h	48.00			Y	10.0	h	12.0	N																																								10.0	0.03		1.79		0.04	0.01	m																																																													10.0	0.47	20.4	9.5	3.0	%	10.0	0.12	66.7	8.0	2.53	kg																			
1022	concentration	µg/ml	plasma	728	caffeine			522.0	5300.0	400.03			0.24	1265.0				Dcaf	iv	340.4	mg	caffeine	h	0.0	solution	single dose					Hetzler1990	522	all	homo sapiens	10	Y	10.0	10.0	0.22		27.9			6.2	1.96	yr		M	10	10.0	0.18		85.1			15.4	4.87	kg				caffeine	10		h	48.00			Y	10.0	h	12.0	N																																								10.0	0.03		1.79		0.04	0.01	m																																																													10.0	0.47	20.4	9.5	3.0	%	10.0	0.12	66.7	8.0	2.53	kg																			
1023	concentration	µg/ml	plasma	728	caffeine			522.0	4660.0	199.86			0.14	632.0				Dcaf	iv	340.4	mg	caffeine	h	0.0	solution	single dose					Hetzler1990	522	all	homo sapiens	10	Y	10.0	10.0	0.22		27.9			6.2	1.96	yr		M	10	10.0	0.18		85.1			15.4	4.87	kg				caffeine	10		h	48.00			Y	10.0	h	12.0	N																																								10.0	0.03		1.79		0.04	0.01	m																																																													10.0	0.47	20.4	9.5	3.0	%	10.0	0.12	66.7	8.0	2.53	kg																			
1024	concentration	µg/ml	plasma	728	caffeine			522.0	4340.0	199.86			0.15	632.0				Dcaf	iv	340.4	mg	caffeine	h	0.0	solution	single dose					Hetzler1990	522	all	homo sapiens	10	Y	10.0	10.0	0.22		27.9			6.2	1.96	yr		M	10	10.0	0.18		85.1			15.4	4.87	kg				caffeine	10		h	48.00			Y	10.0	h	12.0	N																																								10.0	0.03		1.79		0.04	0.01	m																																																													10.0	0.47	20.4	9.5	3.0	%	10.0	0.12	66.7	8.0	2.53	kg																			
1025	concentration	µg/ml	plasma	728	caffeine			522.0	3820.0	199.86			0.17	632.0				Dcaf	iv	340.4	mg	caffeine	h	0.0	solution	single dose					Hetzler1990	522	all	homo sapiens	10	Y	10.0	10.0	0.22		27.9			6.2	1.96	yr		M	10	10.0	0.18		85.1			15.4	4.87	kg				caffeine	10		h	48.00			Y	10.0	h	12.0	N																																								10.0	0.03		1.79		0.04	0.01	m																																																													10.0	0.47	20.4	9.5	3.0	%	10.0	0.12	66.7	8.0	2.53	kg																			
1026	concentration	µg/ml	plasma	728	caffeine			522.0	3370.0	170.13			0.16	538.0				Dcaf	iv	340.4	mg	caffeine	h	0.0	solution	single dose					Hetzler1990	522	all	homo sapiens	10	Y	10.0	10.0	0.22		27.9			6.2	1.96	yr		M	10	10.0	0.18		85.1			15.4	4.87	kg				caffeine	10		h	48.00			Y	10.0	h	12.0	N																																								10.0	0.03		1.79		0.04	0.01	m																																																													10.0	0.47	20.4	9.5	3.0	%	10.0	0.12	66.7	8.0	2.53	kg																			
