study	pk	interventions	tissue	time_unit	time	substance_name	pktype	unit	figure	auc_end	group_pk	mean	kel	se	individual_pk	value	sd	cv	median	max	min
Perera2011	1798	746	plasma	h	[0.0, 0.5, 1.0, 1.5, 2.0, 4.0, 6.0, 8.0, 10.0, 24.0]	paraxanthine	concentration	µg/ml	/media/data/Perera2011_Fig1.png	9.8485	542.0	[0.116, 0.237, 0.325, 0.358, 0.402, 0.512, 0.564, 0.543, 0.509, 0.221]	0.05743961164886957	[0.0438178046004133, 0.0618926489980838, 0.0438178046004133, 0.0540419590071764, 0.0514859204054856, 0.0514859204054856, 0.0438178046004133, 0.0463738432021041, 0.0489298818037948, 0.0463738432021041]			[0.24, 0.339, 0.24, 0.296, 0.282, 0.282, 0.24, 0.254, 0.268, 0.254]	[2.06896551724138, 1.43037974683544, 0.738461538461538, 0.826815642458101, 0.701492537313433, 0.55078125, 0.425531914893617, 0.467771639042357, 0.526522593320236, 1.14932126696833]			
Fery1993	2138	786	plasma	min	[-15.0, 15.0, 45.0, 75.0, 105.0, 135.0, 165.0, 195.0, 225.0, 255.0, 285.0]	glucose	ra	mg/min	/media/data/Fery1993_Fig2.png	59770.5	593.0	[3.38, 322.83, 367.62, 302.34, 293.73, 227.36, 160.98, 116.4, 91.44, 74.12, 67.68]	0.00810278210015784	[9.81, 22.89, 30.52, 30.51, 26.16, 20.72, 19.62, 31.6, 18.53, 18.53, 14.17]							
Perera2011	1800	746	plasma	h	[0.0, 0.5, 1.0, 1.5, 2.0, 4.0, 6.0, 8.0, 10.0, 24.0]	paraxanthine/caffeine	ratio	-	/media/data/Perera2011_Fig1.png		542.0	[None, 0.165, 0.223, 0.25, 0.29, 0.457, 0.691, 0.824, 0.985, 1.831]	-0.0976885500310079	[None, 0.0474692883171144, 0.0407140434412173, 0.0481995850604546, 0.0534942364496712, 0.0836189771124553, 0.158291819118993, 0.234242680426376, 0.323704031485553, 2.32124819870689]			[None, 0.26, 0.223, 0.264, 0.293, 0.458, 0.867, 1.283, 1.773, 12.714]	[None, 1.57575757575758, 1.0, 1.056, 1.01034482758621, 1.00218818380744, 1.25470332850941, 1.55703883495146, 1.8, 6.94374658656472]			
Perera2011	1802	746	plasma	h	[0.0, 0.5, 1.0, 1.5, 2.0, 4.0, 6.0, 8.0, 10.0, 24.0]	caffeine	concentration	µg/ml	/media/data/Perera2011_Fig1.png	18.49725	541.0	[0.0, 1.729, 1.938, 1.874, 1.763, 1.417, 1.097, 0.87, 0.7, 0.165]	0.10790601332916391	[0.0, 0.203570217206087, 0.208682294409468, 0.198458140002705, 0.203570217206087, 0.216532984400376, 0.203570217206087, 0.201014178604396, 0.193346062799324, 0.213976945798685]			[0.0, 1.115, 1.143, 1.087, 1.115, 1.186, 1.115, 1.101, 1.059, 1.172]	[None, 0.644881434355119, 0.589783281733746, 0.580042689434365, 0.632444696539989, 0.836979534227241, 1.01640838650866, 1.26551724137931, 1.51285714285714, 7.1030303030303]			
Perera2011	1804	746	plasma	h	[0.0, 0.5, 1.0, 1.5, 2.0, 4.0, 6.0, 8.0, 10.0, 24.0]	paraxanthine	concentration	µg/ml	/media/data/Perera2011_Fig1.png	14.280750000000001	541.0	[0.407, 0.546, 0.616, 0.66, 0.696, 0.786, 0.788, 0.765, 0.692, 0.312]	0.05636557202194125	[0.0514859204054856, 0.059336610396393, 0.059336610396393, 0.0567805717947022, 0.0463738432021041, 0.059336610396393, 0.0412617659987225, 0.0463738432021041, 0.059336610396393, 0.0412617659987225]			[0.282, 0.325, 0.325, 0.311, 0.254, 0.325, 0.226, 0.254, 0.325, 0.226]	[0.692874692874693, 0.595238095238095, 0.527597402597403, 0.471212121212121, 0.364942528735632, 0.413486005089059, 0.286802030456853, 0.33202614379085, 0.469653179190751, 0.724358974358974]			
Perera2011	1806	746	plasma	h	[0.0, 0.5, 1.0, 1.5, 2.0, 4.0, 6.0, 8.0, 10.0, 24.0]	paraxanthine/caffeine	ratio	-	/media/data/Perera2011_Fig1.png		541.0	[None, 0.316, 0.318, 0.352, 0.395, 0.554, 0.718, 0.879, 0.989, 1.892]	-0.07844934902111923	[None, 0.0505730494763103, 0.0458261206445989, 0.0480170108746196, 0.0525813655204959, 0.0943908540767236, 0.138391232862972, 0.209777739524479, 0.285911175017697, 2.46876814086162]			[None, 0.277, 0.251, 0.263, 0.288, 0.517, 0.758, 1.149, 1.566, 13.522]	[None, 0.876582278481013, 0.789308176100629, 0.747159090909091, 0.729113924050633, 0.933212996389892, 1.05571030640669, 1.30716723549488, 1.58341759352882, 7.14693446088795]			
Perera2011	1808	746	saliva	h	[0.0, 0.5, 1.0, 1.5, 2.0, 4.0, 6.0, 8.0, 10.0, 24.0]	caffeine	concentration	µg/ml	/media/data/Perera2011_Fig1.png	10.8995	542.0	[0.286, 1.486, 1.188, 1.091, 1.054, 0.819, 0.608, 0.477, 0.39, 0.1]	0.10772838508411872	[0.190607450011798, 0.159934986791508, 0.157561522375653, 0.16468191562322, 0.157561522375653, 0.150623703313921, 0.155370632145632, 0.167055380039076, 0.143503310066354, 0.155188057959797]			[1.044, 0.876, 0.863, 0.902, 0.863, 0.825, 0.851, 0.915, 0.786, 0.85]	[3.65034965034965, 0.58950201884253, 0.726430976430976, 0.826764436296975, 0.818785578747628, 1.00732600732601, 1.39967105263158, 1.91823899371069, 2.01538461538462, 8.5]			
Kirchner2007	1871	766	plasma	h	[0.0, 0.5, 1.0, 1.5, 2.0, 3.0, 4.0, 6.0, 8.0, 10.0, 12.0, 24.0]	morphine-3-glucuronide	concentration	µg/l	/media/data/Kirchheiner2007_Fig1c.png	417.351625	564.0	[0.2655, 20.9786, 50.189, 58.1579, 52.8546, 43.0419, 34.0269, 23.6957, 15.7534, 13.1191, 11.0183, 6.1058]	0.09703268241831903	[None, 4.36857854685022, 7.35737655287762, 5.67108075414202, 5.21122126473248, 4.21529205038038, 3.90886339500798, 2.37556541760763, 1.60919067028532, 1.15008173622573, 0.919661243792155, 0.460090429517213]			[None, 15.1332, 25.4867, 19.6452, 18.0522, 14.6022, 13.5407, 8.2292, 5.5744, 3.984, 3.1858, 1.5938]	[None, 0.721363675364419, 0.507814461336149, 0.337790738661472, 0.341544539169722, 0.339255469670252, 0.397941040764807, 0.347286638504032, 0.353853771249381, 0.303679368249346, 0.289137162720202, 0.261030495594353]			
Carrillo2000a	1708	629	plasma	h	[1.0, 2.0, 3.0, 4.0, 6.0, 8.0, 10.0, 24.0, 32.0, 48.0]	caffeine	concentration	µmol/l	/media/data/Carrillo2000a_Fig1.png		498.0	[9.48, 8.28, 6.79, 5.82, 4.07, 2.97, 2.03, 0.25, 0.12, None]		[0.608111831820431, 0.703571247280615, 0.350017856687341, 0.254558441227157, 0.449012806053458, 0.33587572106361, 0.314662517628014, 0.0707106781186548, 0.0106066017177982, None]			[1.72, 1.99, 0.99, 0.72, 1.27, 0.95, 0.89, 0.2, 0.03, None]	[0.181434599156118, 0.240338164251208, 0.14580265095729, 0.123711340206186, 0.312039312039312, 0.31986531986532, 0.438423645320197, 0.8, 0.25, None]			
Fery1993	2139	786	plasma	min	[-15.0, 15.0, 45.0, 75.0, 105.0, 135.0, 165.0, 195.0, 225.0, 255.0, 285.0]	glucose	ra	mg/min	/media/data/Fery1993_Fig2.png	21523.95	590.0	[134.58, 93.62, 66.64, 51.01, 40.61, 47.68, 53.02, 67.08, 84.62, 96.07, 99.65]	-0.0014676164625622129	[None, None, None, None, None, None, None, None, None, None, None]							
Carrillo2000a	1710	629	plasma	h	[1.0, 2.0, 3.0, 4.0, 6.0, 8.0, 10.0, 24.0, 32.0, 48.0]	caffeine	concentration	µmol/l	/media/data/Carrillo2000a_Fig1.png		499.0	[8.39, 6.36, 6.09, 4.5, 2.92, 1.99, 0.79, 0.14, None, None]		[0.85, 0.815, 0.805, 0.985, 0.845, 0.695, 0.155, 0.025, None, None]			[1.7, 1.63, 1.61, 1.97, 1.69, 1.39, 0.31, 0.05, None, None]	[0.202622169249106, 0.256289308176101, 0.264367816091954, 0.437777777777778, 0.578767123287671, 0.698492462311558, 0.392405063291139, 0.357142857142857, None, None]			
Carrillo2000a	1712	629	plasma	h	[1.0, 2.0, 3.0, 4.0, 6.0, 8.0, 10.0, 24.0, 32.0, 48.0]	caffeine	concentration	µmol/l	/media/data/Carrillo2000a_Fig1.png	131.95999999999998	500.0	[13.07, 11.63, 10.28, 9.03, 7.37, 5.86, 4.67, 1.17, 0.84, 0.4]	0.07640191486613758	[0.620537401505072, 0.653197264742181, 0.706269542502483, 0.661362230551458, 0.555217675030854, 0.591960021172601, 0.587877538267963, 0.29802125203862, 0.244948974278318, 0.0816496580927726]			[1.52, 1.6, 1.73, 1.62, 1.36, 1.45, 1.44, 0.73, 0.6, 0.2]	[0.116296863045142, 0.137575236457438, 0.168287937743191, 0.179401993355482, 0.184531886024423, 0.247440273037543, 0.308351177730193, 0.623931623931624, 0.714285714285714, 0.5]			
Fery1993	2140	786	plasma	min	[-15.0, 15.0, 45.0, 75.0, 105.0, 135.0, 165.0, 195.0, 225.0, 255.0, 285.0]	glucose	ra	mg/min	/media/data/Fery1993_Fig2.png	17803.949999999997	592.0	[129.34, 111.09, 82.36, 66.73, 58.95, 42.45, 34.68, 38.26, 40.09, 34.93, 38.51]	0.003956714674010422	[8.73, 12.22, 21.83, 9.6, 14.85, 9.61, 10.48, 14.85, 9.61, 13.98, 12.22]							
Carrillo2000a	1714	629	plasma	h	[1.0, 2.0, 3.0, 4.0, 6.0, 8.0, 10.0, 24.0, 32.0, 48.0]	caffeine	concentration	µmol/l	/media/data/Carrillo2000a_Fig1.png		501.0	[11.07, 9.03, 6.43, 5.03, 2.87, 1.65, 1.25, 0.26, None, None]		[0.970453502234909, 0.728958160664931, 0.73790243257493, 0.612682625834942, 0.693181073024935, 0.661876121339938, 0.406964371904962, 0.084970583144992, None, None]			[2.17, 1.63, 1.65, 1.37, 1.55, 1.48, 0.91, 0.19, None, None]	[0.196025293586269, 0.180509413067553, 0.256609642301711, 0.272365805168986, 0.54006968641115, 0.896969696969697, 0.728, 0.730769230769231, None, None]			
Carrillo2000a	1716	629	saliva	h	[1.0, 2.0, 3.0, 4.0, 6.0, 8.0, 10.0, 12.0, 14.0, 24.0, 32.0, 48.0]	caffeine	concentration	µmol/l	/media/data/Carrillo2000a_Fig1.png		498.0	[None, 6.31, 5.25, 4.44, 3.26, 2.3, 1.77, 1.3, 1.11, 0.46, 0.28, None]		[None, 0.505581348548381, 0.417193000900063, 0.502045814642449, 0.29698484809835, 0.215667568261897, 0.226274169979695, 0.159099025766973, 0.106066017177982, 0.0601040764008565, 0.0247487373415292, None]			[None, 1.43, 1.18, 1.42, 0.84, 0.61, 0.64, 0.45, 0.3, 0.17, 0.07, None]	[None, 0.22662440570523, 0.224761904761905, 0.31981981981982, 0.257668711656442, 0.265217391304348, 0.361581920903955, 0.346153846153846, 0.27027027027027, 0.369565217391304, 0.25, None]			
Carrillo2000a	1718	629	saliva	h	[1.0, 2.0, 3.0, 4.0, 6.0, 8.0, 10.0, 12.0, 14.0, 24.0, 32.0, 48.0]	caffeine	concentration	µmol/l	/media/data/Carrillo2000a_Fig1.png		499.0	[None, 5.72, 4.7, 3.81, 2.35, 1.62, 1.33, 0.92, 0.75, 0.48, 0.36, None]		[None, 0.495, 0.425, 0.705, 0.395, 0.6, 0.5, 0.385, 0.32, 0.095, 0.04, None]			[None, 0.99, 0.85, 1.41, 0.79, 1.2, 1.0, 0.77, 0.64, 0.19, 0.08, None]	[None, 0.173076923076923, 0.180851063829787, 0.37007874015748, 0.336170212765957, 0.740740740740741, 0.75187969924812, 0.83695652173913, 0.853333333333333, 0.395833333333333, 0.222222222222222, None]			
Carrillo2000a	1720	629	saliva	h	[1.0, 2.0, 3.0, 4.0, 6.0, 8.0, 10.0, 12.0, 14.0, 24.0, 32.0, 48.0]	caffeine	concentration	µmol/l	/media/data/Carrillo2000a_Fig1.png		500.0	[None, 9.84, 8.54, 7.74, 6.2, 5.15, 4.34, 3.41, 3.02, 1.8, 1.25, 0.74]	0.056497858509479186	[None, 0.465403051128804, 0.367423461417477, 0.485815465651997, 0.579712572458685, 0.669527196360735, 0.698104576693206, 0.718516991216399, 0.653197264742181, 0.493980431461274, 0.285773803324704, 0.187794213613377]			[None, 1.14, 0.9, 1.19, 1.42, 1.64, 1.71, 1.76, 1.6, 1.21, 0.7, 0.46]	[None, 0.115853658536585, 0.105386416861827, 0.15374677002584, 0.229032258064516, 0.318446601941748, 0.394009216589862, 0.516129032258065, 0.529801324503311, 0.672222222222222, 0.56, 0.621621621621622]			
Fery1993	2141	786	plasma	min	[-15.0, 15.0, 45.0, 75.0, 105.0, 135.0, 165.0, 195.0, 225.0, 255.0, 285.0]	glucose	ra	mg/min	/media/data/Fery1993_Fig2.png	30890.85	593.0	[183.49, 149.52, 139.12, 102.53, 111.36, 94.85, 75.72, 88.04, 73.27, 69.87, 67.34]	0.0029515538120151873	[16.6, 16.59, 26.2, 10.49, 13.1, 14.85, 13.97, 9.6, 11.36, 16.6, 8.73]							
Carrillo2000a	1722	629	saliva	h	[1.0, 2.0, 3.0, 4.0, 6.0, 8.0, 10.0, 12.0, 14.0, 24.0, 32.0, 48.0]	caffeine	concentration	µmol/l	/media/data/Carrillo2000a_Fig1.png		501.0	[None, 7.19, 5.06, 3.83, 2.38, 1.63, 1.35, 0.92, 0.76, 0.42, 0.25, None]		[None, 0.702125344934934, 0.617154761789942, 0.769207384259928, 0.755790976394929, 0.545600586509949, 0.375659420219965, 0.344354468534968, 0.290688837074973, 0.116275534829989, 0.0402492235949962, None]			[None, 1.57, 1.38, 1.72, 1.69, 1.22, 0.84, 0.77, 0.65, 0.26, 0.09, None]	[None, 0.218358831710709, 0.272727272727273, 0.449086161879896, 0.710084033613445, 0.748466257668712, 0.622222222222222, 0.83695652173913, 0.855263157894737, 0.619047619047619, 0.36, None]			
Carrillo2000a	1723	629	urine	h	[4.0, 8.0, 24.0]	caffeine	cum_amount	µmol	/media/data/Carrillo2000a_Fig2.png	449.64	498.0	[9.13, 18.73, 30.51]									
Carrillo2000a	1724	629	urine	h	[4.0, 8.0, 24.0]	caffeine	cum_amount	µmol	/media/data/Carrillo2000a_Fig2.png	384.06	499.0	[7.32, 16.39, 25.69]									
Carrillo2000a	1725	629	urine	h	[4.0, 8.0, 24.0]	caffeine	cum_amount	µmol	/media/data/Carrillo2000a_Fig2.png	542.08	500.0	[9.06, 18.06, 42.92]									
Carrillo2000a	1726	629	urine	h	[4.0, 8.0, 24.0]	caffeine	cum_amount	µmol	/media/data/Carrillo2000a_Fig2.png	446.85999999999996	501.0	[8.86, 18.93, 29.98]									
Carrillo2000a	1727	629	urine	h	[4.0, 8.0, 24.0]	17U	cum_amount	µmol	/media/data/Carrillo2000a_Fig2.png	111.74000000000001	498.0	[3.64, 5.11, 6.67]									
Carrillo2000a	1728	629	urine	h	[4.0, 8.0, 24.0]	17U	cum_amount	µmol	/media/data/Carrillo2000a_Fig2.png	55.6	499.0	[1.85, 2.63, 3.2]									
Carrillo2000a	1729	629	urine	h	[4.0, 8.0, 24.0]	17U	cum_amount	µmol	/media/data/Carrillo2000a_Fig2.png	222.12	500.0	[6.3, 9.4, 14.44]									
Carrillo2000a	1730	629	urine	h	[4.0, 8.0, 24.0]	17U	cum_amount	µmol	/media/data/Carrillo2000a_Fig2.png	57.54	501.0	[1.68, 2.41, 3.76]									
Perera2011	1810	746	saliva	h	[0.0, 0.5, 1.0, 1.5, 2.0, 4.0, 6.0, 8.0, 10.0, 24.0]	paraxanthine	concentration	µg/ml	/media/data/Perera2011_Fig1.png	7.266750000000001	542.0	[0.063, 0.183, 0.23, 0.261, 0.296, 0.381, 0.42, 0.42, 0.364, 0.17]	0.055737890577031754	[0.0399837466978771, 0.0447306755295886, 0.0376102822820214, 0.0399837466978771, 0.0423572111137328, 0.0399837466978771, 0.0352368178661657, 0.0447306755295886, 0.0447306755295886, 0.0516684945913207]			[0.219, 0.245, 0.206, 0.219, 0.232, 0.219, 0.193, 0.245, 0.245, 0.283]	[3.47619047619048, 1.33879781420765, 0.895652173913044, 0.839080459770115, 0.783783783783784, 0.574803149606299, 0.45952380952381, 0.583333333333333, 0.673076923076923, 1.66470588235294]			
Perera2011	1812	746	saliva	h	[0.0, 0.5, 1.0, 1.5, 2.0, 4.0, 6.0, 8.0, 10.0, 24.0]	paraxanthine/caffeine	ratio	-	/media/data/Perera2011_Fig1.png	24.188000000000002	542.0	[0.219, 0.123, 0.194, 0.239, 0.281, 0.466, 0.69, 0.882, 0.934, 1.708]		[0.201927049533571, 0.03286335345031, 0.0407140434412173, 0.0514859204054856, 0.0582411652813827, 0.0985900603509299, 0.185677946994251, 0.322973734742213, 0.362044610510915, 2.7103137887214]			[1.106, 0.18, 0.223, 0.282, 0.319, 0.54, 1.017, 1.769, 1.983, 14.845]	[5.05022831050228, 1.46341463414634, 1.14948453608247, 1.17991631799163, 1.13523131672598, 1.1587982832618, 1.47391304347826, 2.00566893424036, 2.12312633832976, 8.69145199063232]			
Perera2011	1814	746	saliva	h	[0.0, 0.5, 1.0, 1.5, 2.0, 4.0, 6.0, 8.0, 10.0, 24.0]	caffeine	concentration	µg/ml	/media/data/Perera2011_Fig1.png	13.62625	541.0	[0.006, 1.712, 1.592, 1.397, 1.289, 0.989, 0.789, 0.639, 0.496, 0.123]	0.10906919087676999	[0.162308451207364, 0.178740127932519, 0.183487056764231, 0.183669630950066, 0.178740127932519, 0.176549237702499, 0.174175773286643, 0.169428844454931, 0.190607450011798, 0.178922702118354]			[0.889, 0.979, 1.005, 1.006, 0.979, 0.967, 0.954, 0.928, 1.044, 0.98]	[148.166666666667, 0.571845794392523, 0.631281407035176, 0.720114531138153, 0.759503491078355, 0.977755308392316, 1.20912547528517, 1.45226917057903, 2.10483870967742, 7.96747967479675]			
Perera2011	1816	746	saliva	h	[0.0, 0.5, 1.0, 1.5, 2.0, 4.0, 6.0, 8.0, 10.0, 24.0]	paraxanthine	concentration	µg/ml	/media/data/Perera2011_Fig1.png	10.4335	541.0	[0.232, 0.371, 0.43, 0.475, 0.494, 0.572, 0.556, 0.561, 0.534, 0.21]	0.05819497348452523	[0.0447306755295886, 0.0447306755295886, 0.0445481013437535, 0.0494776043613, 0.0518510687771557, 0.0447306755295886, 0.03286335345031, 0.0352368178661657, 0.0376102822820214, 0.0447306755295886]			[0.245, 0.245, 0.244, 0.271, 0.284, 0.245, 0.18, 0.193, 0.206, 0.245]	[1.05603448275862, 0.660377358490566, 0.567441860465116, 0.570526315789474, 0.574898785425101, 0.428321678321678, 0.323741007194245, 0.344028520499109, 0.385767790262172, 1.16666666666667]			
Haller2002	1731	647	plasma	min	[0.0, 30.0, 60.0, 90.0, 120.0, 240.0, 360.0, 480.0, 660.0, 840.0]	caffeine	concentration	mg/l	/media/data/Haller2002_Fig1.png	2853.6	517.0	[1.09, 3.16, 5.13, 5.43, 5.41, 4.45, 3.74, 3.11, 2.3, 1.74]	0.0015756141097393714	[0.56, 0.56, 0.51, 0.63, 0.56, 0.53, 0.45, 0.45, 0.43, 0.4]							
Perera2011	1818	746	saliva	h	[0.0, 0.5, 1.0, 1.5, 2.0, 4.0, 6.0, 8.0, 10.0, 24.0]	paraxanthine/caffeine	ratio	-	/media/data/Perera2011_Fig1.png		541.0	[None, 0.217, 0.27, 0.34, 0.383, 0.579, 0.705, 0.878, 1.076, 1.707]	-0.0824606415300405	[None, 0.0345065211228255, 0.0418094885562277, 0.0569631459805373, 0.0666395778297952, 0.112830846846064, 0.161030431906519, 0.239354757629758, 0.420468349978132, 2.50510040384279]			[None, 0.189, 0.229, 0.312, 0.365, 0.618, 0.882, 1.311, 2.303, 13.721]	[None, 0.870967741935484, 0.848148148148148, 0.917647058823529, 0.953002610966058, 1.06735751295337, 1.25106382978723, 1.49316628701595, 2.14033457249071, 8.03807850029291]			
Perera2011	1819	746	plasma	h	[0.0, 1.0, 2.0, 4.0, 6.0, 8.0, 10.0]	paraxanthine/caffeine	ratio	-	/media/data/Perera2011_Fig2.png	6.88045	542.0	[2.778, 0.2013, 0.2619, 0.4534, 0.6828, 0.8147, 0.9955]	-0.17957379144983435								
Perera2011	1820	746	plasma	h	[0.0, 1.0, 2.0, 4.0, 6.0, 8.0, 10.0]	paraxanthine/caffeine	ratio	-	/media/data/Perera2011_Fig2.png	6.699	541.0	[1.0127, 0.2988, 0.3865, 0.5508, 0.7153, 0.8797, 1.0225]									
Perera2011	1821	746	saliva	h	[0.0, 1.0, 2.0, 4.0, 6.0, 8.0, 10.0]	paraxanthine/caffeine	ratio	-	/media/data/Perera2011_Fig2.png	6.7467500000000005	541.0	[0.773, 0.2631, 0.4215, 0.6205, 0.6882, 0.9003, 1.0469]									
Perera2011	1822	746	saliva	h	[0.0, 1.0, 2.0, 4.0, 6.0, 8.0, 10.0]	paraxanthine/caffeine	ratio	-	/media/data/Perera2011_Fig2.png	7.99235	542.0	[4.9258, 0.1846, 0.3037, 0.424, 0.6885, 0.848, 0.9683]	-0.1788618625585976								
Kirchner2007	1873	766	plasma	h	[0.0, 0.5, 1.0, 1.5, 2.0, 3.0, 4.0, 6.0, 8.0, 10.0, 12.0, 24.0]	morphine-3-glucuronide	concentration	µg/l	/media/data/Kirchheiner2007_Fig1c.png	318.2727	563.0	[0.7969, 24.9622, 41.1616, 44.3534, 39.3143, 30.0339, 23.9393, 17.3244, 12.037, 10.2009, 7.8325, 5.5757]	0.08655644587047683	[None, 5.52338632132005, 5.2829913262882, 4.56283147976421, 4.24238522274697, 3.0419178043106, 2.08136296275476, 1.44110362254388, 1.04111867282702, 0.960554841555839, 0.800603073257336, 0.880654335242732]			[None, 18.319, 17.5217, 15.1332, 14.0704, 10.0889, 6.9031, 4.7796, 3.453, 3.1858, 2.6553, 2.9208]	[None, 0.733869610851608, 0.425680731555625, 0.34119593988285, 0.357895218788075, 0.335917080365853, 0.288358473305402, 0.275888342453418, 0.286865498047686, 0.31230577694125, 0.339010533035429, 0.523844539699051]			
Kirchner2007	1874	766	plasma	h	[0.0, 0.5, 1.0, 1.5, 2.0, 3.0, 4.0, 6.0, 8.0, 10.0, 12.0, 24.0]	morphine-3-glucuronide	concentration	µg/l	/media/data/Kirchheiner2007_Fig1c.png	24.38695	562.0	[0.0021, 1.6015, 1.0774, 0.82, 0.8325, 1.3729, 1.3948, 0.8835, 0.377, 1.1945, 1.0615, 1.0345]	0.0001717994774410362								
Fery1993	2142	786	plasma	min	[-15.0, 15.0, 45.0, 75.0, 105.0, 135.0, 165.0, 195.0, 225.0, 255.0, 285.0]	glucose	rd	mg/min	/media/data/Fery1993_Fig2.png	81798.45000000001	590.0	[146.1, 191.09, 413.47, 420.13, 404.92, 354.67, 272.66, 198.32, 171.06, 153.65, 147.19]	0.006160866607620997	[None, None, None, None, None, None, None, None, None, None, None]							
Kirchner2007	1876	766	plasma	h	[0.0, 0.5, 1.0, 1.5, 2.0, 3.0, 4.0, 6.0, 8.0, 10.0, 12.0, 24.0]	morphine-6-glucuronide	concentration	µg/l	/media/data/Kirchheiner2007_Fig1d.png	78.52145000000002	564.0	[0.0664, 2.3962, 10.192, 13.4539, 12.2508, 9.4418, 7.301, 4.1499, 2.5996, 1.984, 1.8328, 0.9343]	0.11533402708485396	[None, 0.442538981333848, 1.44334680546061, 1.44372208313558, 1.0775088073886, 0.846770772306965, 0.692185237731442, 0.596489430613262, 0.288588532054434, 0.211425668577241, 0.15415252187363, None]			[None, 1.533, 4.9999, 5.0012, 3.7326, 2.9333, 2.3978, 2.0663, 0.9997, 0.7324, 0.534, None]	[None, 0.63976295801686, 0.49057103610675, 0.37172864373899, 0.304682143206974, 0.310671693956661, 0.328420764278866, 0.497915612424396, 0.384559162948146, 0.369153225806452, 0.291357485814055, None]			
Kirchner2007	1878	766	plasma	h	[0.0, 0.5, 1.0, 1.5, 2.0, 3.0, 4.0, 6.0, 8.0, 10.0, 12.0, 24.0]	morphine-6-glucuronide	concentration	µg/l	/media/data/Kirchheiner2007_Fig1d.png	63.158699999999996	563.0	[0.6667, 3.5292, 9.0596, 10.6543, 9.3833, 6.9091, 5.6334, 3.4159, 2.2003, 1.784, 1.5668, 0.5343]	0.12643888964220729	[None, None, 1.1660951251545, 1.0451287737099, 0.803919698047691, 0.542901327046721, 0.522700066960011, 0.220917362172127, 0.221279175785621, 0.201198520236742, 0.181087713553405, None]			[None, None, 3.8675, 3.4663, 2.6663, 1.8006, 1.7336, 0.7327, 0.7339, 0.6673, 0.6006, None]	[None, None, 0.426895227162347, 0.325342819331162, 0.284153762535569, 0.260612814983138, 0.307736003124223, 0.214496911502093, 0.333545425623779, 0.374047085201794, 0.383329078376308, None]			
Kirchner2007	1879	766	plasma	h	[0.0, 0.5, 1.0, 1.5, 2.0, 3.0, 4.0, 6.0, 8.0, 10.0, 12.0, 24.0]	morphine-6-glucuronide	concentration	µg/l	/media/data/Kirchheiner2007_Fig1d.png	8.339425	562.0	[0.1991, 0.4617, 0.6579, 0.9865, 0.7828, 0.774, 0.4322, 0.3487, 0.4673, 0.1825, 0.2332, 0.2663]	0.049202141543547524								
Basu2009	2037	775	plasma	min	[-30.0, -20.0, -10.0, 0.0, 5.0, 10.0, 15.0, 20.0, 30.0, 40.0, 50.0, 60.0, 75.0, 90.0, 120.0, 150.0, 180.0, 210.0, 240.0, 260.0, 280.0, 300.0, 360.0]	glucose	egp	µmol/kg/min	/media/data/Basu2009_Fig3.png	3593.6249999999995	575.0	[19.46, 19.39, 19.39, 19.54, 19.62, 17.2, 15.21, 13.68, 12.34, 11.92, 11.3, 10.08, 10.5, 10.77, 8.85, 7.24, 5.98, 5.82, 4.06, 4.48, 6.21, 6.93, 9.62]	0.0028020101562711524	[0.77, 0.88, 0.88, 0.61, 0.84, 1.42, 1.76, 1.69, 1.92, 2.07, 1.57, 1.99, 1.46, 0.96, 0.8, 1.53, 1.11, 1.0, 1.11, 0.8, 1.11, 0.8, 0.57]							
Fery1993	2143	786	plasma	min	[-15.0, 15.0, 45.0, 75.0, 105.0, 135.0, 165.0, 195.0, 225.0, 255.0, 285.0]	glucose	rd	mg/min	/media/data/Fery1993_Fig2.png	72914.4	592.0	[146.1, 179.05, 242.66, 304.09, 317.33, 304.3, 272.66, 256.36, 212.67, 185.41, 165.8]	0.004171398223861246	[8.76, 10.95, 17.52, 18.61, 27.37, 20.81, 20.81, 19.7, 21.9, 17.52, 15.32]							
Healy1991	1733	726	plasma	h	[0.0, 0.25, 0.5, 0.75, 1.0, 1.5, 2.0, 2.5, 3.0, 4.0, 6.0, 8.0, 12.0, 16.0, 24.0, 32.0, 48.0]	caffeine	concentration	mg/l	/media/data/Healy1991_Fig1.png	32.035	521.0	[0.15, 1.07, 3.16, 4.13, 3.95, 3.54, 3.37, 3.07, 2.88, 2.67, 2.01, 1.47, 0.88, 0.51, 0.18, 0.07, 0.0]		[0.0425, 0.1675, 0.3375, 0.1175, 0.085, 0.0925, 0.095, 0.115, 0.105, 0.11, 0.11, 0.0825, 0.085, 0.0625, 0.0225, 0.0225, 0.015]			[0.17, 0.67, 1.35, 0.47, 0.34, 0.37, 0.38, 0.46, 0.42, 0.44, 0.44, 0.33, 0.34, 0.25, 0.09, 0.09, 0.06]	[1.13333333333333, 0.626168224299065, 0.427215189873418, 0.113801452784504, 0.0860759493670886, 0.104519774011299, 0.112759643916914, 0.149837133550489, 0.145833333333333, 0.164794007490637, 0.218905472636816, 0.224489795918367, 0.386363636363636, 0.490196078431373, 0.5, 1.28571428571429, None]			
