study	pk	pktype	unit	tissue	interventions	substance_name	individual_pk	value	group_pk	mean	se	cv	sd	time_unit	time	max	min	median
Sindrup1996	13689	concentration	nmol/l	spinal fluid	660	morphine	1190.0	6.00e-01						h	2.0			
Sindrup1996	13688	concentration	nmol/l	spinal fluid	660	morphine	1188.0	3.68e+00						h	2.0			
Sindrup1996	13687	concentration	nmol/l	spinal fluid	660	morphine	1185.0	5.77e+00						h	2.0			
Sindrup1996	13686	concentration	nmol/l	spinal fluid	660	morphine	1183.0	3.58e+00						h	2.0			
Sindrup1996	13685	concentration	nmol/l	spinal fluid	660	morphine	1181.0	8.20e-01						h	2.0			
Sindrup1996	13684	concentration	nmol/l	spinal fluid	660	morphine	1180.0	1.37e+00						h	2.0			
Sindrup1996	13683	concentration	nmol/l	spinal fluid	660	morphine	1178.0	8.09e+00						h	2.0			
Sindrup1996	13682	concentration	nmol/l	spinal fluid	660	morphine	1176.0	4.06e+00						h	2.0			
Sindrup1996	13672	concentration	nmol/l	spinal fluid	660	codeine	1190.0	1.52e+02						h	2.0			
Sindrup1996	13671	concentration	nmol/l	spinal fluid	660	codeine	1188.0	4.06e+02						h	2.0			
Sindrup1996	13670	concentration	nmol/l	spinal fluid	660	codeine	1185.0	3.69e+02						h	2.0			
Sindrup1996	13669	concentration	nmol/l	spinal fluid	660	codeine	1183.0	6.76e+02						h	2.0			
Sindrup1996	13668	concentration	nmol/l	spinal fluid	660	codeine	1181.0	4.05e+02						h	2.0			
Sindrup1996	13667	concentration	nmol/l	spinal fluid	660	codeine	1180.0	3.29e+02						h	2.0			
Sindrup1996	13666	concentration	nmol/l	spinal fluid	660	codeine	1178.0	4.57e+02						h	2.0			
Sindrup1996	13665	concentration	nmol/l	spinal fluid	660	codeine	1176.0	2.64e+02						h	2.0			
Sindrup1996	13655	concentration	nmol/l	spinal fluid	660	quinidine	1190.0							h	2.0			
Sindrup1996	13654	concentration	nmol/l	spinal fluid	660	quinidine	1188.0							h	2.0			
Sindrup1996	13653	concentration	nmol/l	spinal fluid	660	quinidine	1185.0							h	2.0			
Sindrup1996	13652	concentration	nmol/l	spinal fluid	660	quinidine	1183.0							h	2.0			
Sindrup1996	13651	concentration	nmol/l	spinal fluid	660	quinidine	1181.0							h	2.0			
Sindrup1996	13650	concentration	nmol/l	spinal fluid	660	quinidine	1180.0							h	2.0			
Sindrup1996	13649	concentration	nmol/l	spinal fluid	660	quinidine	1178.0							h	2.0			
Sindrup1996	13648	concentration	nmol/l	spinal fluid	660	quinidine	1176.0							h	2.0			
Wu2014	13956	auc_inf	mg*h/l	plasma	682	morphine+M3G+M6G			267.0	3.10e-01	3.33e-02	3.23e-01	1.00e-01					
Wu2014	13955	auc_inf	mg*h/l	plasma	682	morphine+M3G+M6G			266.0	4.00e-01	8.54e-02	6.75e-01	2.70e-01					
Wu2014	13954	auc_inf	mg*h/l	plasma	682	morphine+M3G+M6G			265.0	6.40e-01	8.54e-02	4.22e-01	2.70e-01					
Wu2014	13950	clearance	l/h	plasma	682	morphine-6-glucuronide			267.0	1.51e+00	3.10e-01	6.16e-01	9.30e-01					
Wu2014	13949	clearance	l/h	plasma	682	morphine-6-glucuronide			266.0	1.05e+00	2.81e-01	8.48e-01	8.90e-01					
Wu2014	13948	clearance	l/h	plasma	682	morphine-6-glucuronide			265.0	5.40e-01	9.49e-02	5.56e-01	3.00e-01					
Wu2014	13947	thalf	h	plasma	682	morphine-6-glucuronide			267.0	1.17e+01	3.30e+00	8.46e-01	9.90e+00					
Wu2014	13946	thalf	h	plasma	682	morphine-6-glucuronide			266.0	1.13e+01	1.77e+00	4.96e-01	5.60e+00					
Wu2014	13945	thalf	h	plasma	682	morphine-6-glucuronide			265.0	1.93e+01	5.38e+00	8.81e-01	1.70e+01					
Wu2014	13944	auc_inf	mg*h/l	plasma	682	morphine-6-glucuronide			267.0	2.77e+01	5.10e+00	5.52e-01	1.53e+01					
Wu2014	13943	auc_inf	mg*h/l	plasma	682	morphine-6-glucuronide			266.0	4.13e+01	6.83e+00	5.23e-01	2.16e+01					
Wu2014	13942	auc_inf	mg*h/l	plasma	682	morphine-6-glucuronide			265.0	7.37e+01	1.20e+01	5.13e-01	3.78e+01					
Wu2014	13941	auc_end	mg*h/l	plasma	682	morphine-6-glucuronide			267.0	2.33e+01	4.03e+00	5.19e-01	1.21e+01	h	24.0			
Wu2014	13940	auc_end	mg*h/l	plasma	682	morphine-6-glucuronide			266.0	3.42e+01	4.96e+00	4.59e-01	1.57e+01	h	24.0			
Wu2014	13939	auc_end	mg*h/l	plasma	682	morphine-6-glucuronide			265.0	5.32e+01	7.18e+00	4.27e-01	2.27e+01	h	24.0			
Wu2014	13938	tmax	h	plasma	682	morphine-6-glucuronide			267.0	1.89e+00	2.00e-01	3.17e-01	6.00e-01					
Wu2014	13937	tmax	h	plasma	682	morphine-6-glucuronide			266.0	2.20e+00	4.68e-01	6.73e-01	1.48e+00					
Wu2014	13936	tmax	h	plasma	682	morphine-6-glucuronide			265.0	1.70e+00	2.12e-01	3.94e-01	6.70e-01					
Wu2014	13935	concentration	µg/ml	plasma	682	morphine-6-glucuronide			267.0	4.40e-03	6.33e-04	4.32e-01	1.90e-03					
Wu2014	13934	concentration	µg/ml	plasma	682	morphine-6-glucuronide			266.0	6.40e-03	9.17e-04	4.53e-01	2.90e-03					
Wu2014	13933	concentration	µg/ml	plasma	682	morphine-6-glucuronide			265.0	1.05e-02	1.26e-03	3.81e-01	4.00e-03					
Wu2014	13914	clearance	l/h	plasma	682	morphine-3-glucuronide			267.0	3.20e-01	4.00e-02	3.75e-01	1.20e-01					
Wu2014	13913	clearance	l/h	plasma	682	morphine-3-glucuronide			266.0	3.60e-01	9.80e-02	8.61e-01	3.10e-01					
Wu2014	13912	clearance	l/h	plasma	682	morphine-3-glucuronide			265.0	2.10e-01	3.16e-02	4.76e-01	1.00e-01					
Wu2014	13911	thalf	h	plasma	682	morphine-3-glucuronide			267.0	1.18e+01	2.17e+00	5.51e-01	6.50e+00					
Wu2014	13910	thalf	h	plasma	682	morphine-3-glucuronide			266.0	9.62e+00	2.25e+00	7.40e-01	7.12e+00					
Wu2014	13909	thalf	h	plasma	682	morphine-3-glucuronide			265.0	6.35e+00	7.21e-01	3.59e-01	2.28e+00					
Wu2014	13908	auc_inf	mg*h/l	plasma	682	morphine-3-glucuronide			267.0	1.09e+02	1.13e+01	3.12e-01	3.40e+01					
Wu2014	13907	auc_inf	mg*h/l	plasma	682	morphine-3-glucuronide			266.0	1.34e+02	2.47e+01	5.82e-01	7.80e+01					
Wu2014	13906	auc_inf	mg*h/l	plasma	682	morphine-3-glucuronide			265.0	2.09e+02	2.97e+01	4.50e-01	9.40e+01					
Wu2014	13905	auc_end	mg*h/l	plasma	682	morphine-3-glucuronide			267.0	8.52e+01	1.20e+01	4.24e-01	3.61e+01	h	24.0			
Wu2014	13904	auc_end	mg*h/l	plasma	682	morphine-3-glucuronide			266.0	1.12e+02	1.71e+01	4.82e-01	5.40e+01	h	24.0			
Wu2014	13903	auc_end	mg*h/l	plasma	682	morphine-3-glucuronide			265.0	1.95e+03	2.72e+01	4.41e-02	8.60e+01	h	24.0			
Wu2014	13902	tmax	h	plasma	682	morphine-3-glucuronide			267.0	1.56e+00	2.43e-01	4.68e-01	7.30e-01					
Wu2014	13901	tmax	h	plasma	682	morphine-3-glucuronide			266.0	1.50e+00	1.68e-01	3.53e-01	5.30e-01					
Wu2014	13900	tmax	h	plasma	682	morphine-3-glucuronide			265.0	1.20e+00	1.33e-01	3.50e-01	4.20e-01					
Wu2014	13899	concentration	µg/ml	plasma	682	morphine-3-glucuronide			267.0	1.42e-02	2.10e-03	4.44e-01	6.30e-03					
Wu2014	13898	concentration	µg/ml	plasma	682	morphine-3-glucuronide			266.0	1.82e-02	2.85e-03	4.95e-01	9.00e-03					
Wu2014	13897	concentration	µg/ml	plasma	682	morphine-3-glucuronide			265.0	3.60e-02	2.81e-04	2.47e-02	8.90e-04					
Wu2014	13878	clearance	l/h	plasma	682	morphine			267.0	1.62e+01	4.10e+00	7.59e-01	1.23e+01					
Wu2014	13877	clearance	l/h	plasma	682	morphine			266.0	9.72e+00	2.76e+00	8.97e-01	8.72e+00					
Wu2014	13876	clearance	l/h	plasma	682	morphine			265.0	5.08e+00	1.07e+00	6.67e-01	3.39e+00					
Wu2014	13875	thalf	h	plasma	682	morphine			267.0	6.84e+00	1.82e+00	7.98e-01	5.46e+00					
Wu2014	13874	thalf	h	plasma	682	morphine			266.0	1.15e+01	3.51e+00	9.65e-01	1.11e+01					
Wu2014	13873	thalf	h	plasma	682	morphine			265.0	9.40e+00	3.70e+00	1.24e+00	1.17e+01					
Wu2014	13872	auc_inf	mg*h/l	plasma	682	morphine			267.0	3.26e+00	8.10e-01	7.45e-01	2.43e+00					
Wu2014	13871	auc_inf	mg*h/l	plasma	682	morphine			266.0	5.05e+00	1.04e+00	6.53e-01	3.30e+00					
Wu2014	13870	auc_inf	mg*h/l	plasma	682	morphine			265.0	8.52e+00	1.30e+00	4.81e-01	4.10e+00					
Wu2014	13869	auc_end	mg*h/l	plasma	682	morphine			267.0	2.65e+00	6.50e-01	7.36e-01	1.95e+00	h	24.0			
Wu2014	13868	auc_end	mg*h/l	plasma	682	morphine			266.0	3.77e+00	6.10e-01	5.12e-01	1.93e+00	h	24.0			
Wu2014	13867	auc_end	mg*h/l	plasma	682	morphine			265.0	6.63e+00	6.55e-01	3.12e-01	2.07e+00	h	24.0			
Wu2014	13866	tmax	h	plasma	682	morphine			267.0	8.60e-01	1.73e-01	6.05e-01	5.20e-01					
Wu2014	13865	tmax	h	plasma	682	morphine			266.0	8.60e-01	1.64e-01	6.05e-01	5.20e-01					
Wu2014	13864	tmax	h	plasma	682	morphine			265.0	6.40e-01	8.85e-02	4.38e-01	2.80e-01					
Wu2014	13863	concentration	µg/ml	plasma	682	morphine			267.0	6.80e-04	1.67e-04	7.35e-01	5.00e-04					
Wu2014	13862	concentration	µg/ml	plasma	682	morphine			266.0	9.60e-04	1.33e-04	4.38e-01	4.20e-04					
Wu2014	13861	concentration	µg/ml	plasma	682	morphine			265.0	2.06e-03	2.81e-04	4.32e-01	8.90e-04					
Wu2014	13842	clearance	l/h	plasma	682	codeine			267.0	1.70e-01	2.00e-02	3.53e-01	6.00e-02					
Wu2014	13841	clearance	l/h	plasma	682	codeine			266.0	1.70e-01	9.49e-03	1.76e-01	3.00e-02					
Wu2014	13840	clearance	l/h	plasma	682	codeine			265.0	1.80e-01	1.58e-02	2.78e-01	5.00e-02					
Wu2014	13839	thalf	h	plasma	682	codeine			267.0	3.89e+00	2.37e-01	1.83e-01	7.10e-01					
Wu2014	13838	thalf	h	plasma	682	codeine			266.0	3.68e+00	1.74e-01	1.49e-01	5.50e-01					
Wu2014	13837	thalf	h	plasma	682	codeine			265.0	3.45e+00	2.62e-01	2.41e-01	8.30e-01					
Wu2014	13836	auc_inf	mg*h/l	plasma	682	codeine			267.0	1.99e+02	2.70e+01	4.07e-01	8.10e+01					
Wu2014	13835	auc_inf	mg*h/l	plasma	682	codeine			266.0	1.83e+02	9.80e+00	1.69e-01	3.10e+01					
Wu2014	13834	auc_inf	mg*h/l	plasma	682	codeine			265.0	1.78e+02	1.61e+01	2.87e-01	5.10e+01					
Wu2014	13833	auc_end	mg*h/l	plasma	682	codeine			267.0	1.97e+02	2.70e+01	4.11e-01	8.10e+01	h	24.0			
Wu2014	13832	auc_end	mg*h/l	plasma	682	codeine			266.0	1.81e+02	9.49e+00	1.66e-01	3.00e+01	h	24.0			
Wu2014	13831	auc_end	mg*h/l	plasma	682	codeine			265.0	1.75e+02	1.55e+01	2.80e-01	4.90e+01	h	24.0			
Wu2014	13830	tmax	h	plasma	682	codeine			267.0	1.28e+00	1.90e-01	4.45e-01	5.70e-01					
Wu2014	13829	tmax	h	plasma	682	codeine			266.0	1.25e+00	2.15e-01	5.44e-01	6.80e-01					
Wu2014	13828	tmax	h	plasma	682	codeine			265.0	8.50e-01	7.59e-02	2.82e-01	2.40e-01					
Wu2014	13827	concentration	µg/ml	plasma	682	codeine			267.0	4.19e-02	5.20e-03	3.72e-01	1.56e-02					
Wu2014	13826	concentration	µg/ml	plasma	682	codeine			266.0	3.93e-02	2.31e-03	1.86e-01	7.30e-03					
Wu2014	13825	concentration	µg/ml	plasma	682	codeine			265.0	4.43e-02	3.57e-03	2.55e-01	1.13e-02					
Bergman1991	14064	auc_inf	µU/ml*min	plasma	686	insulin	1206.0	4.88e+00										
Bergman1991	14063	auc_inf	µU/ml*min	plasma	686	insulin	1209.0	1.86e+01										
Bergman1991	14062	auc_inf	µU/ml*min	plasma	686	insulin	1208.0	1.38e+01										
Bergman1991	14061	auc_inf	µU/ml*min	plasma	686	insulin	1201.0	2.57e+01										
Bergman1991	14060	auc_inf	µU/ml*min	plasma	686	insulin	1200.0	6.58e+00										
Bergman1991	14059	auc_inf	µU/ml*min	plasma	686	insulin	1204.0	8.32e+00										
Bergman1991	14058	auc_inf	µU/ml*min	plasma	686	insulin	1202.0	3.52e+00										
Bergman1991	14057	auc_inf	µU/ml*min	plasma	686	insulin	1203.0	7.00e+00										
Bergman1991	14056	auc_inf	µU/ml*min	plasma	686	insulin	1207.0	3.98e+00										
Bergman1991	14055	auc_inf	µU/ml*min	plasma	686	insulin	1205.0	3.45e+00										
Bergman1991	14054	auc_inf	µU/ml*min	plasma	686	insulin	1195.0	2.14e+00										
Bergman1991	14053	auc_inf	µU/ml*min	plasma	686	insulin	1192.0	2.18e+00										
Bergman1991	14052	auc_inf	µU/ml*min	plasma	686	insulin	1194.0	2.35e+00										
Bergman1991	14051	auc_inf	µU/ml*min	plasma	686	insulin	1197.0	3.25e+00										
Bergman1991	14050	auc_inf	µU/ml*min	plasma	686	insulin	1193.0	3.48e+00										
Bergman1991	14049	auc_inf	µU/ml*min	plasma	686	insulin	1199.0	4.02e+00										
Bergman1991	14048	auc_inf	µU/ml*min	plasma	686	insulin	1196.0	2.83e+00										
Bergman1991	14047	auc_inf	µU/ml*min	plasma	686	insulin	1198.0	7.23e+00										
Bergman1991	14046	vd	l	plasma	686	glucose	1206.0	1.46e+01										
Bergman1991	14045	vd	l	plasma	686	glucose	1209.0	1.95e+01										
Bergman1991	14044	vd	l	plasma	686	glucose	1208.0	1.53e+01										
Bergman1991	14043	vd	l	plasma	686	glucose	1201.0	1.17e+01										
Bergman1991	14042	vd	l	plasma	686	glucose	1200.0	1.35e+01										
Bergman1991	14041	vd	l	plasma	686	glucose	1204.0	1.68e+01										
Bergman1991	14040	vd	l	plasma	686	glucose	1202.0	1.61e+01										
Bergman1991	14039	vd	l	plasma	686	glucose	1203.0	8.10e+00										
Bergman1991	14038	vd	l	plasma	686	glucose	1207.0	1.11e+01										
Bergman1991	14037	vd	l	plasma	686	glucose	1205.0	9.29e+00										
Bergman1991	14036	vd	l	plasma	686	glucose	1195.0	1.18e+01										
Bergman1991	14035	vd	l	plasma	686	glucose	1192.0	1.27e+01										
Bergman1991	14034	vd	l	plasma	686	glucose	1194.0	1.02e+01										
Bergman1991	14033	vd	l	plasma	686	glucose	1197.0	1.28e+01										
Bergman1991	14032	vd	l	plasma	686	glucose	1193.0	1.08e+01										
Bergman1991	14031	vd	l	plasma	686	glucose	1199.0	1.32e+01										
Bergman1991	14030	vd	l	plasma	686	glucose	1196.0	1.25e+01										
Bergman1991	14029	vd	l	plasma	686	glucose	1198.0	9.26e+00										
Bergman1991	14028	kel	1/h	plasma	686	glucose	1206.0	3.60e+01										
Bergman1991	14027	kel	1/h	plasma	686	glucose	1209.0	4.20e+01										
Bergman1991	14026	kel	1/h	plasma	686	glucose	1208.0	7.80e+01										
Bergman1991	14025	kel	1/h	plasma	686	glucose	1201.0	8.40e+01										
Bergman1991	14024	kel	1/h	plasma	686	glucose	1200.0	6.60e+01										
Bergman1991	14023	kel	1/h	plasma	686	glucose	1204.0	6.60e+01										
Bergman1991	14022	kel	1/h	plasma	686	glucose	1202.0	6.00e+01										
Bergman1991	14021	kel	1/h	plasma	686	glucose	1203.0	1.80e+02										
Bergman1991	14020	kel	1/h	plasma	686	glucose	1207.0	1.08e+02										
Bergman1991	14019	kel	1/h	plasma	686	glucose	1205.0	1.14e+02										
Bergman1991	14018	kel	1/h	plasma	686	glucose	1195.0	6.60e+01										
Bergman1991	14017	kel	1/h	plasma	686	glucose	1192.0	6.60e+01										
Bergman1991	14016	kel	1/h	plasma	686	glucose	1194.0	8.40e+01										
Bergman1991	14015	kel	1/h	plasma	686	glucose	1197.0	1.44e+02										
Bergman1991	14014	kel	1/h	plasma	686	glucose	1193.0	1.38e+02										
Bergman1991	14013	kel	1/h	plasma	686	glucose	1199.0	1.14e+02										
Bergman1991	14012	kel	1/h	plasma	686	glucose	1196.0	1.08e+02										
Bergman1991	14011	kel	1/h	plasma	686	glucose	1198.0	1.44e+02										
Somogyi1991	13746	recovery	-	urine	664	norcodeine			262.0	2.90e-02	1.39e-02	1.17e+00	3.40e-02					
Somogyi1991	13745	recovery	-	urine	664	morphine			262.0	4.20e-02	1.96e-02	1.14e+00	4.80e-02					
Somogyi1991	13744	recovery	-	urine	664	codeine			262.0	8.30e-02	1.39e-02	4.10e-01	3.40e-02					
Somogyi1991	13743	recovery	-	urine	664	codeine-6-glucuronide			262.0	4.62e-01	8.25e-02	4.37e-01	2.02e-01					
Somogyi1991	13730	clearance	l/h	plasma	664	M+N+C-6-G			262.0	5.87e+01	9.14e+00	3.81e-01	2.24e+01					
Somogyi1991	13729	clearance	l/h	plasma	664	norcodeine			262.0	4.26e+00	7.35e-01	4.23e-01	1.80e+00					
Somogyi1991	13728	clearance	l/h	plasma	664	morphine			262.0	5.28e+00	1.03e+00	4.77e-01	2.52e+00					
Somogyi1991	13727	clearance	l/h	plasma	664	codeine-6-glucuronide			262.0	4.92e+01	9.46e+00	4.71e-01	2.32e+01					
Somogyi1991	13713	clearance_renal	l/h	plasma	664	codeine			262.0	1.51e+01	1.81e+00	2.94e-01	4.44e+00					
Somogyi1991	13712	auc_end	µmol*h/l	plasma	664	codeine			262.0	8.10e-01	8.57e-02	2.59e-01	2.10e-01	h	12.0			
Somogyi1991	13711	thalf	h	plasma	664	codeine			262.0	2.20e+00	9.80e-02	1.09e-01	2.40e-01					
Somogyi1991	13710	tmax	h	plasma	664	codeine			262.0	7.50e-01	8.98e-02	2.93e-01	2.20e-01					
Somogyi1991	13709	cmax	nmol/l	plasma	664	codeine			262.0	2.43e+02	1.18e+01	1.19e-01	2.90e+01					
Wu2013	13806	clearance	l/h	plasma	680	morphine-6-glucuronide			263.0	8.30e-01	2.14e-01	8.16e-01	6.77e-01					
Wu2013	13805	vd	l	plasma	680	morphine-6-glucuronide			263.0	1.23e+01	3.60e+00	9.27e-01	1.14e+01					
Wu2013	13804	thalf	h	plasma	680	morphine-6-glucuronide			263.0	1.49e+01	5.38e+00	1.14e+00	1.70e+01					
Wu2013	13803	auc_inf	mg*h/l	plasma	680	morphine-6-glucuronide			263.0	5.61e+04	1.29e+04	7.25e-01	4.07e+04					
Wu2013	13802	auc_end	mg*h/l	plasma	680	morphine-6-glucuronide			263.0	4.61e+04	8.66e+03	5.94e-01	2.74e+04	h	24.0			
Wu2013	13801	tmax	h	plasma	680	morphine-6-glucuronide			263.0	1.50e+00	1.68e-01	3.53e-01	5.30e-01					
Wu2013	13800	cmax	µg/ml	plasma	680	morphine-6-glucuronide			263.0	9.06e-03	1.55e-03	5.40e-01	4.89e-03					
Wu2013	13799	clearance	l/h	plasma	680	morphine-3-glucuronide			263.0	2.10e-01	3.67e-02	5.52e-01	1.16e-01					
Wu2013	13798	vd	l	plasma	680	morphine-3-glucuronide			263.0	2.44e+00	9.01e-01	1.17e+00	2.85e+00					
Wu2013	13797	thalf	h	plasma	680	morphine-3-glucuronide			263.0	7.48e+00	1.52e+00	6.42e-01	4.80e+00					
Wu2013	13796	auc_inf	mg*h/l	plasma	680	morphine-3-glucuronide			263.0	1.91e+05	3.32e+04	5.50e-01	1.05e+05					
Wu2013	13795	auc_end	mg*h/l	plasma	680	morphine-3-glucuronide			263.0	1.77e+05	3.13e+04	5.59e-01	9.90e+04	h	24.0			
Wu2013	13794	tmax	h	plasma	680	morphine-3-glucuronide			263.0	1.30e+00	1.52e-01	3.69e-01	4.80e-01					
Wu2013	13793	cmax	µg/ml	plasma	680	morphine-3-glucuronide			263.0	3.23e-02	5.19e-03	5.08e-01	1.64e-02					
Wu2013	13792	clearance	l/h	plasma	680	morphine			263.0	9.46e+00	2.80e+00	9.36e-01	8.85e+00					
Wu2013	13791	vd	l	plasma	680	morphine			263.0	5.44e+01	1.16e+01	6.76e-01	3.68e+01					
Wu2013	13790	thalf	h	plasma	680	morphine			263.0	5.34e+00	1.39e+00	8.26e-01	4.41e+00					
Wu2013	13789	auc_inf	mg*h/l	plasma	680	morphine			263.0	5.38e+03	1.06e+03	6.25e-01	3.36e+03					
Wu2013	13788	auc_end	mg*h/l	plasma	680	morphine			263.0	4.75e+03	9.08e+02	6.04e-01	2.87e+03	h	24.0			
Wu2013	13787	tmax	h	plasma	680	morphine			263.0	6.25e-01	8.54e-02	4.32e-01	2.70e-01					
Wu2013	13786	cmax	µg/ml	plasma	680	morphine			263.0	1.48e-03	3.32e-04	7.09e-01	1.05e-03					
Wu2013	13785	clearance	l/h	plasma	680	codeine			263.0	2.03e-01	1.77e-02	2.76e-01	5.60e-02					
Wu2013	13784	vd	l	plasma	680	codeine			263.0	1.03e+00	1.26e-01	3.88e-01	4.00e-01					
Wu2013	13783	thalf	h	plasma	680	codeine			263.0	3.49e+00	2.31e-01	2.09e-01	7.30e-01					
Wu2013	13782	auc_inf	mg*h/l	plasma	680	codeine			263.0	1.59e+05	1.55e+04	3.08e-01	4.90e+04					
Wu2013	13781	auc_end	mg*h/l	plasma	680	codeine			263.0	1.58e+05	1.52e+04	3.04e-01	4.80e+04	h	24.0			
Wu2013	13780	tmax	h	plasma	680	codeine			263.0	1.05e+00	1.74e-01	5.24e-01	5.50e-01					
Wu2013	13779	cmax	µg/ml	plasma	680	codeine			263.0	3.61e-02	3.54e-03	3.10e-01	1.12e-02					
Shord2009	13494	auc_end	mg*h/l	plasma	658	morphine-3-glucuronide			260.0	1.69e-02	1.71e-03	4.96e-01	8.40e-03	h	6.0			
Shord2009	13493	cmax	µg/ml	plasma	658	morphine-3-glucuronide			260.0	8.30e-03	9.19e-04	5.42e-01	4.50e-03					
Shord2009	13492	tmax	h	plasma	658	morphine-3-glucuronide			260.0	2.10e+00	1.36e-01	3.17e-01	6.67e-01					
Shord2009	13491	auc_end	mg*h/l	plasma	658	morphine-3-glucuronide			260.0	1.53e-01	1.80e-02	5.76e-01	8.83e-02	h	6.0			
Shord2009	13490	cmax	µg/ml	plasma	658	morphine-3-glucuronide			260.0	3.80e-02	4.29e-03	5.53e-01	2.10e-02					
Shord2009	13489	tmax	h	plasma	658	morphine-3-glucuronide			260.0	1.83e+00	1.77e-01	4.73e-01	8.67e-01					
Shord2009	13488	auc_inf	mg*h/l	plasma	658	morphine			260.0	0.00e+00								
Shord2009	13487	cmax	µg/ml	plasma	658	morphine			260.0	0.00e+00								
Shord2009	13486	tmax	h	plasma	658	morphine			260.0									
Shord2009	13485	auc_inf	mg*h/l	plasma	658	codeine			260.0	2.33e-01	2.18e-02	4.57e-01	1.07e-01					
Shord2009	13484	cmax	µg/ml	plasma	658	codeine			260.0	6.20e-02	4.90e-03	3.87e-01	2.40e-02					
Shord2009	13483	tmax	h	plasma	658	codeine			260.0	1.28e+00	1.22e-01	4.68e-01	6.00e-01					
Shord2009	13482	thalf	h	plasma	658	codeine			260.0	2.00e+00	9.19e-02	2.25e-01	4.50e-01					
Shord2009	13481	auc_end	mg*h/l	plasma	658	morphine-3-glucuronide			259.0	3.64e-02	2.77e-03	4.17e-01	1.52e-02	h	6.0			
Shord2009	13480	cmax	µg/ml	plasma	658	morphine-3-glucuronide			259.0	9.50e-03	6.94e-04	4.00e-01	3.80e-03					
Shord2009	13479	tmax	h	plasma	658	morphine-3-glucuronide			259.0	2.03e+00	2.43e-01	6.56e-01	1.33e+00					
Shord2009	13478	auc_end	mg*h/l	plasma	658	morphine-3-glucuronide			259.0	3.67e-01	3.04e-02	4.55e-01	1.67e-01	h	6.0			
Shord2009	13477	cmax	µg/ml	plasma	658	morphine-3-glucuronide			259.0	8.80e-02	6.94e-03	4.32e-01	3.80e-02					
Shord2009	13476	tmax	h	plasma	658	morphine-3-glucuronide			259.0	1.73e+00	2.10e-01	6.63e-01	1.15e+00					
Shord2009	13475	auc_inf	mg*h/l	plasma	658	morphine			259.0	3.70e-03	7.49e-04	1.11e+00	4.10e-03					
Shord2009	13474	cmax	µg/ml	plasma	658	morphine			259.0	2.00e-03	1.83e-04	5.00e-01	1.00e-03					
Shord2009	13473	tmax	h	plasma	658	morphine			259.0	7.67e-01	7.61e-02	5.43e-01	4.17e-01					
Shord2009	13472	auc_inf	mg*h/l	plasma	658	codeine			259.0	3.67e-01	7.00e-02	1.05e+00	3.83e-01					
Shord2009	13471	cmax	µg/ml	plasma	658	codeine			259.0	8.10e-02	5.84e-03	3.95e-01	3.20e-02					
Shord2009	13470	tmax	h	plasma	658	codeine			259.0	9.00e-01	8.22e-02	5.00e-01	4.50e-01					
Shord2009	13469	thalf	h	plasma	658	codeine			259.0	2.08e+00	1.46e-01	3.84e-01	8.00e-01					
Yang2015	14124	Oral disposition index	-	plasma	754	glucose			330.0	1.35e+00	8.00e-02	7.73e-01						
Yang2015	14123	Oral disposition index	-	plasma	754	glucose			329.0	1.42e+00	1.70e-01	1.19e+00						
Yang2015	14122	Oral disposition index	-	plasma	754	glucose			328.0	2.08e+00	2.20e-01	9.98e-01						
Yang2015	14121	Oral disposition index	-	plasma	754	glucose			327.0	3.35e+00	3.70e-01	1.24e+00						
Yang2015	14120	Oral disposition index	-	plasma	754	glucose			332.0	5.70e-01	7.20e-01	1.98e+01						
Yang2015	14119	Oral disposition index	-	plasma	754	glucose			331.0	4.40e-01	5.00e-02	2.14e+00						
Yang2015	14118	Insulinogenic index	-	plasma	754	glucose			330.0	7.51e+01	4.82e+00	8.37e-01						
Yang2015	14117	Insulinogenic index	-	plasma	754	glucose			329.0	6.13e+01	6.00e+00	9.69e-01						
Yang2015	14116	Insulinogenic index	-	plasma	754	glucose			328.0	1.27e+02	1.22e+01	9.03e-01						
Yang2015	14115	Insulinogenic index	-	plasma	754	glucose			327.0	1.06e+02	7.90e+00	8.41e-01						
Yang2015	14114	Insulinogenic index	-	plasma	754	glucose			332.0	2.73e+01	1.68e+00	9.63e-01						
Yang2015	14113	Insulinogenic index	-	plasma	754	glucose			331.0	2.33e+01	1.59e+00	1.28e+00						
Yang2015	14112	HOMA-IR	-	plasma	754	glucose			330.0	2.29e+00	1.00e-01	5.69e-01						
Yang2015	14111	HOMA-IR	-	plasma	754	glucose			329.0	1.91e+00	1.10e-01	5.70e-01						
Yang2015	14110	HOMA-IR	-	plasma	754	glucose			328.0	1.75e+00	9.00e-02	4.85e-01						
Yang2015	14109	HOMA-IR	-	plasma	754	glucose			327.0	1.45e+00	1.10e-01	8.55e-01						
Yang2015	14108	HOMA-IR	-	plasma	754	glucose			332.0	2.95e+00	1.10e-01	5.84e-01						
Yang2015	14107	HOMA-IR	-	plasma	754	glucose			331.0	2.63e+00	1.00e-01	7.14e-01						
Yang2015	14106	QUICKI	-	plasma	754	glucose			330.0	3.50e-01	2.00e-03	7.45e-02						
Yang2015	14105	QUICKI	-	plasma	754	glucose			329.0	3.60e-01	3.00e-03	8.25e-02						
Yang2015	14104	QUICKI	-	plasma	754	glucose			328.0	3.60e-01	3.00e-03	7.86e-02						
